 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   9.738E-01                                       1.284E+03   1.459E+01 
    2   2.758E+00                                       1.461E+03   7.132E+00 
    3   2.528E+01   1.006E+01   2.714E+00               5.351E+01   1.788E-01 
    4   3.988E+01   3.146E+01   4.370E+00   2.179E-01   2.124E+00   2.912E-03 
    5   3.991E+01   3.146E+01   4.368E+00   2.168E-01   9.256E+00   1.264E-02 
    6   3.983E+01   3.155E+01   4.375E+00               1.306E+02   3.103E-01 
    7   4.065E+01   3.192E+01   4.372E+00   2.165E-01   1.781E+01   2.429E-02 
    8   4.054E+01   3.183E+01   4.368E+00   2.159E-01   1.778E+01   2.419E-02 
    9   4.016E+01   3.160E+01   4.366E+00   2.154E-01   1.774E+01   2.408E-02 
   10   4.001E+01   3.151E+01   4.365E+00   2.152E-01   1.759E+01   2.386E-02 
   11   3.994E+01   3.146E+01   4.364E+00   2.149E-01   1.320E+01   1.792E-02 
   12   3.999E+01   3.146E+01   4.363E+00   2.145E-01   1.048E+01   1.420E-02 
   13   4.018E+01   3.152E+01   4.363E+00   2.138E-01   1.552E+01   2.097E-02 
   14   4.014E+01   3.148E+01   4.371E+00               1.060E+02   2.520E-01 
   15   4.037E+01   3.159E+01   4.363E+00   2.134E-01   1.586E+01   2.140E-02 
   16   4.069E+01   3.173E+01   4.362E+00   2.131E-01   1.755E+01   2.366E-02 
   17   4.032E+01   3.154E+01   4.363E+00   2.134E-01   1.149E+01   1.551E-02 
   18   4.090E+01   3.182E+01   4.362E+00   2.131E-01   1.755E+01   2.366E-02 
   19   4.109E+01   3.191E+01   4.362E+00   2.133E-01   1.737E+01   2.342E-02 
   20   4.127E+01   3.201E+01   4.362E+00   2.137E-01   1.188E+01   1.605E-02 
   21   4.110E+01   3.191E+01   4.361E+00   2.143E-01   7.477E+00   1.012E-02 
   22   4.057E+01   3.161E+01   4.359E+00   2.135E-01   9.154E+00   1.235E-02 
   23   4.102E+01   3.186E+01   4.361E+00   2.132E-01   1.648E+01   2.222E-02 
   24   4.104E+01   3.187E+01   4.362E+00   2.132E-01   1.756E+01   2.366E-02 
   25   4.074E+01   3.173E+01   4.362E+00   2.135E-01   1.758E+01   2.371E-02 
   26   4.067E+01   3.169E+01   4.362E+00   2.138E-01   1.761E+01   2.379E-02 
   27   4.043E+01   3.158E+01   4.362E+00   2.142E-01   1.764E+01   2.385E-02 
   28   4.042E+01   3.161E+01   4.363E+00   2.144E-01   1.764E+01   2.387E-02 
   29   4.034E+01   3.162E+01   4.363E+00   2.146E-01   1.742E+01   2.360E-02 
   30   4.024E+01   3.166E+01   4.364E+00   2.149E-01   1.524E+01   2.069E-02 
   31   4.010E+01   3.167E+01   4.365E+00   2.160E-01   8.236E+00   1.122E-02 
   32   3.984E+01   3.161E+01   4.366E+00   2.184E-01   1.122E+00   1.541E-03 
   33   3.965E+01   3.155E+01                           2.387E+03   1.670E+01 
   34   3.913E+01                                       1.333E+03   1.064E+01 
   35   3.880E+01   3.173E+01                           7.456E+02   5.247E+00 
   36   3.937E+01   3.161E+01                           1.855E+03   1.301E+01 
   37   3.996E+01   3.169E+01   4.365E+00               1.507E+02   3.581E-01 
   38   4.032E+01   3.174E+01   4.364E+00   2.160E-01   5.342E+00   7.274E-03 
   39   4.039E+01   3.163E+01   4.363E+00               1.458E+02   3.466E-01 
   40   4.056E+01   3.160E+01   4.361E+00   2.144E-01   1.015E+01   1.375E-02 
   41   4.103E+01   3.183E+01   4.361E+00   2.144E-01   7.490E+00   1.014E-02 
   42   4.093E+01   3.176E+01   4.360E+00   2.143E-01   3.856E+00   5.218E-03 
   43   4.081E+01   3.173E+01   4.360E+00   2.136E-01   9.303E+00   1.254E-02 
   44   3.622E+01                                       5.005E+03   2.521E+02 
   45   3.783E+01                                       1.327E+03   1.070E+01 
   46   3.874E+01   3.220E+01                           6.616E+02   4.702E+00 
   47   3.908E+01   3.182E+01                           4.935E+02   3.498E+00 
   48   3.824E+01                                       1.032E+03   8.405E+00 
   49   1.271E+01                                       6.392E+02   1.782E+01 
   50   4.627E+01                                       9.916E+02   1.860E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1990.75000000000     
