 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.027E+00                                       3.361E+03   1.517E+01 
    2   6.248E+00                                       2.777E+03   7.249E+00 
    3   4.278E+01   1.319E+01   2.079E+00               8.712E+01   1.826E-01 
    4   6.549E+01   2.953E+01   3.698E+00   1.966E-01   2.438E+00   2.982E-03 
    5   6.530E+01   2.947E+01   3.695E+00   1.939E-01   1.112E+01   1.353E-02 
    6   6.521E+01   2.959E+01   3.703E+00               1.668E+02   3.149E-01 
    7   6.470E+01   2.944E+01   3.694E+00   1.937E-01   2.244E+01   2.734E-02 
    8   6.427E+01   2.929E+01   3.690E+00   1.923E-01   2.090E+01   2.525E-02 
    9   6.441E+01   2.923E+01   3.687E+00   1.911E-01   2.018E+01   2.423E-02 
   10   6.489E+01   2.926E+01   3.685E+00   1.903E-01   1.967E+01   2.355E-02 
   11   6.583E+01   2.922E+01   3.681E+00   1.898E-01   1.473E+01   1.761E-02 
   12   6.685E+01   2.887E+01   3.671E+00   1.885E-01   1.162E+01   1.385E-02 
   13   6.722E+01   2.868E+01   3.664E+00   1.870E-01   1.748E+01   2.075E-02 
   14   6.783E+01   2.858E+01   3.675E+00               1.474E+02   2.773E-01 
   15   6.775E+01   2.849E+01   3.660E+00   1.863E-01   1.825E+01   2.168E-02 
   16   6.818E+01   2.829E+01   3.650E+00   1.856E-01   2.038E+01   2.416E-02 
   17   6.820E+01   2.837E+01   3.651E+00   1.862E-01   1.446E+01   1.728E-02 
   18   6.833E+01   2.825E+01   3.647E+00   1.854E-01   1.976E+01   2.338E-02 
   19   6.841E+01   2.822E+01   3.643E+00   1.858E-01   2.014E+01   2.394E-02 
   20   6.839E+01   2.826E+01   3.644E+00   1.867E-01   1.548E+01   1.855E-02 
   21   6.845E+01   2.822E+01   3.642E+00   1.878E-01   9.290E+00   1.118E-02 
   22   6.844E+01   2.820E+01   3.642E+00   1.863E-01   1.072E+01   1.276E-02 
   23   6.833E+01   2.821E+01   3.644E+00   1.855E-01   1.850E+01   2.191E-02 
   24   6.817E+01   2.828E+01   3.647E+00   1.854E-01   1.972E+01   2.335E-02 
   25   6.786E+01   2.836E+01   3.655E+00   1.863E-01   2.009E+01   2.387E-02 
   26   6.725E+01   2.834E+01   3.657E+00   1.870E-01   1.940E+01   2.302E-02 
   27   6.601E+01   2.829E+01   3.665E+00   1.880E-01   1.953E+01   2.324E-02 
   28   6.599E+01   2.885E+01   3.675E+00   1.887E-01   2.028E+01   2.422E-02 
   29   6.426E+01   2.880E+01   3.677E+00   1.896E-01   1.960E+01   2.343E-02 
   30   6.213E+01   2.863E+01   3.680E+00   1.906E-01   1.880E+01   2.267E-02 
   31   6.163E+01   2.883E+01   3.685E+00   1.932E-01   1.014E+01   1.232E-02 
   32   6.359E+01   2.933E+01   3.691E+00   1.974E-01   1.292E+00   1.585E-03 
   33   6.472E+01   2.956E+01                           2.400E+03   1.704E+01 
   34   6.362E+01                                       2.160E+03   1.067E+01 
   35   6.294E+01   3.033E+01                           7.676E+02   5.354E+00 
   36   6.218E+01   2.928E+01                           1.873E+03   1.331E+01 
   37   6.210E+01   2.902E+01   3.682E+00               1.925E+02   3.631E-01 
   38   6.224E+01   2.869E+01   3.680E+00   1.946E-01   6.781E+00   8.303E-03 
   39   6.512E+01   2.853E+01   3.673E+00               2.113E+02   3.954E-01 
   40   6.643E+01   2.798E+01   3.654E+00   1.890E-01   1.188E+01   1.426E-02 
   41   6.814E+01   2.816E+01   3.651E+00   1.893E-01   8.890E+00   1.069E-02 
   42   6.914E+01   2.822E+01   3.648E+00   1.904E-01   4.337E+00   5.223E-03 
   43   6.847E+01   2.822E+01   3.644E+00   1.876E-01   1.231E+01   1.479E-02 
   44   5.989E+01                                       7.697E+03   2.519E+02 
   45   6.270E+01                                       2.082E+03   1.076E+01 
   46   6.349E+01   3.245E+01                           7.122E+02   4.822E+00 
   47   6.485E+01   3.138E+01                           5.203E+02   3.586E+00 
   48   6.378E+01                                       1.609E+03   8.460E+00 
   49   2.804E+01                                       1.251E+03   1.825E+01 
   50   1.570E+02                                       3.089E+03   1.965E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1988.25000000000     
