 interval        deposition(Bq/year)
          32    Nmsr
           1    Nboxprec
           2    reltp
          49           1    NumPlan   NumVert
           0.75  2.5483810E+08
           1  2.5109046E+08
           1  2.4921664E+08
           1  2.8481901E+08
           1  2.6420714E+08
           1  2.7357616E+08
           1  3.2042141E+08
           1  2.5858568E+08
           1  1.9300238E+08
           1  1.7988570E+08
           1  1.2554523E+08
           1  1.7988570E+08
           1  1.6864285E+08
           1  1.6463246E+08
           1  1.6071747E+08
           1  1.5689555E+08
           1  1.5316453E+08
           1  1.4952222E+08
           1  1.4596654E+08
           1  1.4249542E+08
           1  1.3910683E+08
           1  1.3579883E+08
           1  1.3256950E+08
           1  1.2941696E+08
           1  1.2633939E+08
           1  1.2333501E+08
           1  1.2040205E+08
           1  1.1753886E+08
           1  1.1474375E+08
           1  1.1201511E+08
           1  1.0935136E+08
           1  1.0675095E+08
