 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.022E+00                                       4.749E+03   1.518E+01 
    2   8.379E+00                                       3.134E+03   7.189E+00 
    3   6.582E+01   1.166E+01   1.878E+00               1.171E+02   1.817E-01 
    4   1.005E+02   2.766E+01   3.517E+00   1.881E-01   2.866E+00   2.873E-03 
    5   9.484E+01   2.700E+01   3.513E+00   1.865E-01   1.286E+01   1.278E-02 
    6   9.874E+01   2.771E+01   3.520E+00               2.104E+02   3.115E-01 
    7   9.012E+01   2.684E+01   3.512E+00   1.855E-01   2.600E+01   2.565E-02 
    8   8.779E+01   2.640E+01   3.509E+00   1.848E-01   2.365E+01   2.344E-02 
    9   9.371E+01   2.682E+01   3.510E+00   1.840E-01   2.353E+01   2.327E-02 
   10   9.733E+01   2.703E+01   3.510E+00   1.835E-01   2.326E+01   2.296E-02 
   11   9.914E+01   2.698E+01   3.509E+00   1.830E-01   1.742E+01   1.717E-02 
   12   9.337E+01   2.612E+01   3.508E+00   1.827E-01   1.383E+01   1.362E-02 
   13   8.749E+01   2.518E+01   3.507E+00   1.815E-01   2.169E+01   2.119E-02 
   14   9.657E+01   2.608E+01   3.522E+00               1.712E+02   2.535E-01 
   15   8.374E+01   2.446E+01   3.508E+00   1.805E-01   2.162E+01   2.110E-02 
   16   8.458E+01   2.428E+01   3.505E+00   1.801E-01   2.288E+01   2.239E-02 
   17   9.794E+01   2.598E+01   3.509E+00   1.806E-01   1.502E+01   1.472E-02 
   18   8.675E+01   2.444E+01   3.504E+00   1.802E-01   2.289E+01   2.241E-02 
   19   8.974E+01   2.472E+01   3.503E+00   1.804E-01   2.268E+01   2.221E-02 
   20   9.962E+01   2.600E+01   3.506E+00   1.809E-01   1.569E+01   1.539E-02 
   21   9.738E+01   2.568E+01   3.504E+00   1.813E-01   9.784E+00   9.616E-03 
   22   8.756E+01   2.441E+01   3.502E+00   1.807E-01   1.196E+01   1.174E-02 
   23   8.412E+01   2.401E+01   3.502E+00   1.802E-01   2.150E+01   2.104E-02 
   24   8.367E+01   2.406E+01   3.503E+00   1.803E-01   2.291E+01   2.242E-02 
   25   8.495E+01   2.434E+01   3.504E+00   1.805E-01   2.295E+01   2.247E-02 
   26   8.595E+01   2.453E+01   3.504E+00   1.813E-01   2.307E+01   2.264E-02 
   27   9.289E+01   2.556E+01   3.505E+00   1.819E-01   2.318E+01   2.279E-02 
   28   9.787E+01   2.643E+01   3.507E+00   1.820E-01   2.318E+01   2.279E-02 
   29   9.403E+01   2.647E+01   3.507E+00   1.826E-01   2.296E+01   2.260E-02 
   30   8.445E+01   2.580E+01   3.507E+00   1.833E-01   2.200E+01   2.157E-02 
   31   8.433E+01   2.643E+01   3.506E+00   1.855E-01   1.168E+01   1.156E-02 
   32   9.037E+01   2.730E+01   3.509E+00   1.888E-01   1.518E+00   1.525E-03 
   33   9.616E+01   2.783E+01                           2.724E+03   1.702E+01 
   34   8.098E+01                                       2.483E+03   1.061E+01 
   35   8.147E+01   2.990E+01                           8.727E+02   5.345E+00 
   36   8.563E+01   2.797E+01                           2.127E+03   1.327E+01 
   37   8.670E+01   2.728E+01   3.509E+00               2.544E+02   3.732E-01 
   38   9.081E+01   2.694E+01   3.508E+00   1.875E-01   8.158E+00   8.093E-03 
   39   9.622E+01   2.635E+01   3.508E+00               2.410E+02   3.547E-01 
   40   9.724E+01   2.579E+01   3.504E+00   1.828E-01   1.341E+01   1.323E-02 
   41   9.487E+01   2.535E+01   3.503E+00   1.830E-01   9.939E+00   9.812E-03 
   42   9.235E+01   2.492E+01   3.503E+00   1.834E-01   5.120E+00   5.067E-03 
   43   9.053E+01   2.484E+01   3.503E+00   1.816E-01   1.367E+01   1.333E-02 
   44   5.900E+01                                       8.753E+03   2.500E+02 
   45   6.462E+01                                       2.415E+03   1.072E+01 
   46   7.609E+01   3.432E+01                           7.919E+02   4.760E+00 
   47   8.870E+01   3.195E+01                           5.910E+02   3.571E+00 
   48   8.053E+01                                       1.850E+03   8.415E+00 
   49   2.622E+01                                       1.666E+03   1.820E+01 
   50   2.155E+02                                       3.493E+03   1.959E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1987.50000000000     
