 interval        deposition(Bq/year)
          29    Nmsr
           1    Nboxprec
           2    reltp
          40           1    NumPlan   NumVert
           0.25  1.2967830E+09
           1  1.2029370E+09
           1  1.2455942E+09
           1  1.4588810E+09
           1  1.1773425E+09
           1  8.7874125E+08
           1  8.1902086E+08
           1  5.7160838E+08
           1  8.1902086E+08
           1  7.6783213E+08
           1  7.4957280E+08
           1  7.3174784E+08
           1  7.1434662E+08
           1  6.9735923E+08
           1  6.8077581E+08
           1  6.6458669E+08
           1  6.4878272E+08
           1  6.3335443E+08
           1  6.1829312E+08
           1  6.0358989E+08
           1  5.8923635E+08
           1  5.7522413E+08
           1  5.6154515E+08
           1  5.4819142E+08
           1  5.3515530E+08
           1  5.2242915E+08
           1  5.1000560E+08
           1  4.9787754E+08
           1  4.8603786E+08
