 interval        deposition(Bq/year)
          30    Nmsr
           1    Nboxprec
           2    reltp
           1           1    NumPlan   NumVert
           0.25  5.7079713E+11
           1  5.2948949E+11
           1  5.4826572E+11
           1  6.4214683E+11
           1  5.1822372E+11
           1  3.8679023E+11
           1  3.6050348E+11
           1  2.5160140E+11
           1  3.6050348E+11
           1  3.3797204E+11
           1  3.2993493E+11
           1  3.2208903E+11
           1  3.1442964E+11
           1  3.0695240E+11
           1  2.9965297E+11
           1  2.9252711E+11
           1  2.8557076E+11
           1  2.7877979E+11
           1  2.7215033E+11
           1  2.6567852E+11
           1  2.5936062E+11
           1  2.5319295E+11
           1  2.4717196E+11
           1  2.4129410E+11
           1  2.3555606E+11
           1  2.2995449E+11
           1  2.2448608E+11
           1  2.1914775E+11
           1  2.1393634E+11
           1  2.0884888E+11
