 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.099E+00                                       7.328E+02   1.481E+01 
    2   2.429E+00                                       4.712E+02   5.673E+00 
    3   3.349E+01   4.496E+00   1.463E+00               1.352E+01   1.118E-01 
    4   5.065E+01   3.247E+01   3.732E+00   3.671E-01   1.271E+00   5.549E-03 
    5   5.094E+01   3.239E+01   3.727E+00   3.654E-01   5.537E+00   2.409E-02 
    6   5.145E+01   3.283E+01   3.735E+00               4.338E+01   3.127E-01 
    7   5.101E+01   3.255E+01   3.729E+00   3.650E-01   1.066E+01   4.634E-02 
    8   5.111E+01   3.235E+01   3.723E+00   3.641E-01   1.065E+01   4.617E-02 
    9   5.148E+01   3.231E+01   3.719E+00   3.633E-01   1.062E+01   4.598E-02 
   10   5.154E+01   3.222E+01   3.715E+00   3.628E-01   1.052E+01   4.551E-02 
   11   5.160E+01   3.204E+01   3.708E+00   3.620E-01   7.893E+00   3.406E-02 
   12   5.163E+01   3.177E+01   3.697E+00   3.610E-01   6.261E+00   2.698E-02 
   13   5.160E+01   3.148E+01   3.686E+00   3.601E-01   9.269E+00   3.988E-02 
   14   5.146E+01   3.116E+01   3.683E+00               3.484E+01   2.530E-01 
   15   5.157E+01   3.115E+01   3.676E+00   3.591E-01   9.464E+00   4.064E-02 
   16   5.158E+01   3.087E+01   3.666E+00   3.586E-01   1.047E+01   4.494E-02 
   17   5.152E+01   3.082E+01   3.664E+00   3.590E-01   6.856E+00   2.945E-02 
   18   5.157E+01   3.069E+01   3.659E+00   3.585E-01   1.047E+01   4.493E-02 
   19   5.155E+01   3.051E+01   3.653E+00   3.589E-01   1.036E+01   4.453E-02 
   20   5.152E+01   3.055E+01   3.654E+00   3.593E-01   7.088E+00   3.048E-02 
   21   5.153E+01   3.048E+01   3.651E+00   3.601E-01   4.458E+00   1.920E-02 
   22   5.157E+01   3.046E+01   3.653E+00   3.591E-01   5.460E+00   2.346E-02 
   23   5.165E+01   3.056E+01   3.657E+00   3.586E-01   9.830E+00   4.217E-02 
   24   5.174E+01   3.068E+01   3.662E+00   3.587E-01   1.047E+01   4.496E-02 
   25   5.199E+01   3.080E+01   3.669E+00   3.591E-01   1.049E+01   4.505E-02 
   26   5.210E+01   3.100E+01   3.677E+00   3.597E-01   1.051E+01   4.518E-02 
   27   5.225E+01   3.126E+01   3.687E+00   3.603E-01   1.053E+01   4.531E-02 
   28   5.237E+01   3.157E+01   3.696E+00   3.610E-01   1.054E+01   4.542E-02 
   29   5.233E+01   3.185E+01   3.703E+00   3.618E-01   1.042E+01   4.497E-02 
   30   5.194E+01   3.204E+01   3.709E+00   3.625E-01   9.119E+00   3.942E-02 
   31   5.178E+01   3.245E+01   3.715E+00   3.641E-01   4.929E+00   2.137E-02 
   32   5.147E+01   3.270E+01   3.721E+00   3.671E-01   6.703E-01   2.926E-03 
   33   5.122E+01   3.286E+01                           7.887E+02   1.766E+01 
   34   4.376E+01                                       4.210E+02   8.178E+00 
   35   5.067E+01   3.353E+01                           2.515E+02   5.571E+00 
   36   5.248E+01   3.288E+01                           6.131E+02   1.382E+01 
   37   5.291E+01   3.268E+01   3.708E+00               4.988E+01   3.606E-01 
   38   5.333E+01   3.235E+01   3.703E+00   3.651E-01   3.206E+00   1.395E-02 
   39   5.380E+01   3.183E+01   3.693E+00               4.811E+01   3.483E-01 
   40   5.313E+01   3.111E+01   3.679E+00   3.609E-01   6.063E+00   2.614E-02 
   41   5.280E+01   3.080E+01   3.670E+00   3.609E-01   4.476E+00   1.928E-02 
   42   5.282E+01   3.066E+01   3.662E+00   3.608E-01   2.304E+00   9.935E-03 
   43   5.191E+01   3.058E+01   3.659E+00   3.595E-01   5.555E+00   2.388E-02 
   44   4.396E+01                                       1.597E+03   1.934E+02 
   45   5.004E+01                                       4.263E+02   8.174E+00 
   46   5.440E+01   3.612E+01                           2.415E+02   5.149E+00 
   47   5.411E+01   3.445E+01                           1.680E+02   3.719E+00 
   48   4.735E+01                                       3.719E+02   7.931E+00 
   49   2.582E+01                                       3.099E+02   1.693E+01 
   50   1.032E+02                                       6.725E+02   1.915E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1988.85000000000     
