 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.105E+00                                       1.531E+03   1.487E+01 
    2   2.707E+00                                       9.616E+02   5.689E+00 
    3   3.547E+01   4.551E+00   1.427E+00               2.681E+01   1.122E-01 
    4   5.238E+01   3.214E+01   3.666E+00   3.622E-01   2.308E+00   5.555E-03 
    5   5.353E+01   3.223E+01   3.662E+00   3.605E-01   1.005E+01   2.412E-02 
    6   5.469E+01   3.271E+01   3.671E+00               8.118E+01   3.135E-01 
    7   5.478E+01   3.256E+01   3.665E+00   3.601E-01   1.936E+01   4.640E-02 
    8   5.360E+01   3.215E+01   3.658E+00   3.592E-01   1.933E+01   4.623E-02 
    9   5.287E+01   3.186E+01   3.653E+00   3.584E-01   1.928E+01   4.603E-02 
   10   5.278E+01   3.173E+01   3.647E+00   3.579E-01   1.910E+01   4.556E-02 
   11   5.293E+01   3.159E+01   3.640E+00   3.572E-01   1.432E+01   3.410E-02 
   12   5.331E+01   3.137E+01   3.629E+00   3.562E-01   1.136E+01   2.701E-02 
   13   5.374E+01   3.115E+01   3.618E+00   3.552E-01   1.682E+01   3.992E-02 
   14   5.421E+01   3.089E+01   3.613E+00               6.528E+01   2.537E-01 
   15   5.432E+01   3.087E+01   3.607E+00   3.543E-01   1.717E+01   4.068E-02 
   16   5.476E+01   3.060E+01   3.595E+00   3.538E-01   1.900E+01   4.498E-02 
   17   5.473E+01   3.052E+01   3.593E+00   3.542E-01   1.244E+01   2.948E-02 
   18   5.500E+01   3.041E+01   3.589E+00   3.537E-01   1.900E+01   4.497E-02 
   19   5.512E+01   3.024E+01   3.582E+00   3.541E-01   1.880E+01   4.457E-02 
   20   5.502E+01   3.025E+01   3.583E+00   3.545E-01   1.286E+01   3.051E-02 
   21   5.512E+01   3.019E+01   3.580E+00   3.552E-01   8.089E+00   1.922E-02 
   22   5.526E+01   3.022E+01   3.582E+00   3.542E-01   9.906E+00   2.349E-02 
   23   5.537E+01   3.033E+01   3.586E+00   3.537E-01   1.783E+01   4.221E-02 
   24   5.537E+01   3.046E+01   3.591E+00   3.539E-01   1.900E+01   4.500E-02 
   25   5.530E+01   3.054E+01   3.599E+00   3.543E-01   1.902E+01   4.509E-02 
   26   5.486E+01   3.065E+01   3.608E+00   3.549E-01   1.907E+01   4.523E-02 
   27   5.443E+01   3.078E+01   3.618E+00   3.555E-01   1.910E+01   4.536E-02 
   28   5.418E+01   3.102E+01   3.627E+00   3.562E-01   1.913E+01   4.547E-02 
   29   5.404E+01   3.129E+01   3.634E+00   3.570E-01   1.891E+01   4.502E-02 
   30   5.384E+01   3.155E+01   3.641E+00   3.576E-01   1.655E+01   3.946E-02 
   31   5.537E+01   3.232E+01   3.650E+00   3.592E-01   8.946E+00   2.140E-02 
   32   5.570E+01   3.268E+01   3.657E+00   3.622E-01   1.217E+00   2.929E-03 
   33   5.470E+01   3.270E+01                           1.402E+03   1.772E+01 
   34   4.685E+01                                       7.861E+02   8.201E+00 
   35   5.307E+01   3.293E+01                           4.495E+02   5.589E+00 
   36   5.464E+01   3.227E+01                           1.090E+03   1.386E+01 
   37   5.471E+01   3.208E+01   3.640E+00               9.341E+01   3.616E-01 
   38   5.443E+01   3.152E+01   3.633E+00   3.602E-01   5.820E+00   1.396E-02 
   39   5.494E+01   3.089E+01   3.623E+00               9.011E+01   3.493E-01 
   40   5.501E+01   3.035E+01   3.609E+00   3.561E-01   1.100E+01   2.617E-02 
   41   5.584E+01   3.037E+01   3.599E+00   3.561E-01   8.124E+00   1.931E-02 
   42   5.643E+01   3.040E+01   3.592E+00   3.559E-01   4.181E+00   9.946E-03 
   43   5.612E+01   3.052E+01   3.589E+00   3.547E-01   1.008E+01   2.391E-02 
   44   5.047E+01                                       2.956E+03   1.940E+02 
   45   4.792E+01                                       7.921E+02   8.196E+00 
   46   5.176E+01   3.461E+01                           4.368E+02   5.165E+00 
   47   5.423E+01   3.347E+01                           3.007E+02   3.731E+00 
   48   4.787E+01                                       7.002E+02   7.955E+00 
   49   2.490E+01                                       5.780E+02   1.699E+01 
   50   1.086E+02                                       1.298E+03   1.921E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1988.62500000000     
