 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   9.369E-01                                       1.235E+03   1.436E+01 
    2   2.147E+00                                       1.264E+03   7.084E+00 
    3   2.183E+01   8.358E+00   2.822E+00               5.724E+01   1.779E-01 
    4   3.496E+01   2.998E+01   4.590E+00   2.366E-01   2.369E+00   3.144E-03 
    5   3.491E+01   2.995E+01   4.586E+00   2.315E-01   1.056E+01   1.464E-02 
    6   3.489E+01   3.009E+01   4.596E+00               1.406E+02   3.123E-01 
    7   3.485E+01   3.002E+01   4.586E+00   2.303E-01   2.070E+01   2.960E-02 
    8   3.481E+01   2.992E+01   4.584E+00   2.286E-01   1.967E+01   2.612E-02 
    9   3.470E+01   2.981E+01   4.582E+00   2.277E-01   1.926E+01   2.487E-02 
   10   3.462E+01   2.975E+01   4.581E+00   2.267E-01   1.903E+01   2.451E-02 
   11   3.477E+01   2.982E+01   4.581E+00   2.259E-01   1.424E+01   1.832E-02 
   12   3.486E+01   2.985E+01   4.580E+00   2.249E-01   1.129E+01   1.447E-02 
   13   3.490E+01   2.985E+01   4.581E+00   2.231E-01   1.729E+01   2.334E-02 
   14   3.516E+01   2.999E+01   4.597E+00               1.152E+02   2.594E-01 
   15   3.504E+01   2.992E+01   4.582E+00   2.219E-01   1.783E+01   2.444E-02 
   16   3.513E+01   2.994E+01   4.583E+00   2.211E-01   1.965E+01   2.684E-02 
   17   3.524E+01   3.001E+01   4.588E+00   2.227E-01   1.312E+01   1.844E-02 
   18   3.509E+01   2.990E+01   4.583E+00   2.212E-01   1.944E+01   2.612E-02 
   19   3.493E+01   2.980E+01   4.580E+00   2.221E-01   1.930E+01   2.603E-02 
   20   3.528E+01   3.001E+01   4.584E+00   2.235E-01   1.354E+01   1.895E-02 
   21   3.512E+01   2.990E+01   4.581E+00   2.246E-01   8.383E+00   1.145E-02 
   22   3.504E+01   2.985E+01   4.580E+00   2.228E-01   1.024E+01   1.396E-02 
   23   3.497E+01   2.981E+01   4.579E+00   2.217E-01   1.814E+01   2.412E-02 
   24   3.504E+01   2.986E+01   4.579E+00   2.215E-01   1.933E+01   2.571E-02 
   25   3.492E+01   2.978E+01   4.577E+00   2.218E-01   1.955E+01   2.642E-02 
   26   3.469E+01   2.965E+01   4.576E+00   2.227E-01   1.916E+01   2.502E-02 
   27   3.425E+01   2.940E+01   4.574E+00   2.238E-01   1.907E+01   2.460E-02 
   28   3.422E+01   2.940E+01   4.576E+00   2.245E-01   1.923E+01   2.508E-02 
   29   3.401E+01   2.932E+01   4.576E+00   2.259E-01   1.882E+01   2.417E-02 
   30   3.419E+01   2.948E+01   4.578E+00   2.271E-01   1.686E+01   2.235E-02 
   31   3.453E+01   2.980E+01   4.580E+00   2.295E-01   9.018E+00   1.177E-02 
   32   3.463E+01   2.997E+01   4.581E+00   2.348E-01   1.239E+00   1.637E-03 
   33   3.465E+01   3.007E+01                           2.449E+03   1.670E+01 
   34   3.411E+01                                       1.209E+03   1.056E+01 
   35   3.374E+01   3.005E+01                           7.616E+02   5.246E+00 
   36   3.387E+01   2.978E+01                           1.905E+03   1.303E+01 
   37   3.386E+01   2.946E+01   4.579E+00               1.620E+02   3.589E-01 
   38   3.384E+01   2.932E+01   4.577E+00   2.288E-01   5.811E+00   7.537E-03 
   39   3.399E+01   2.930E+01   4.577E+00               1.573E+02   3.507E-01 
   40   3.419E+01   2.932E+01   4.573E+00   2.258E-01   1.139E+01   1.549E-02 
   41   3.459E+01   2.955E+01   4.573E+00   2.260E-01   8.345E+00   1.122E-02 
   42   3.476E+01   2.966E+01   4.575E+00   2.281E-01   4.256E+00   5.601E-03 
   43   3.460E+01   2.959E+01   4.575E+00   2.259E-01   1.083E+01   1.553E-02 
   44   3.158E+01                                       4.539E+03   2.506E+02 
   45   3.303E+01                                       1.216E+03   1.071E+01 
   46   3.351E+01   3.010E+01                           6.726E+02   4.727E+00 
   47   3.418E+01   3.005E+01                           5.040E+02   3.518E+00 
   48   3.341E+01                                       9.457E+02   8.401E+00 
   49   1.073E+01                                       5.498E+02   1.763E+01 
   50   3.174E+01                                       8.952E+02   1.832E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1991.75000000000     
