 interval        deposition(Bq/year)
          32    Nmsr
           1    Nboxprec
           2    reltp
          12           1    NumPlan   NumVert
           0.15  1.9160841E+09
           1  1.8879063E+09
           1  1.8738173E+09
           1  2.1415054E+09
           1  1.9865283E+09
           1  2.0569724E+09
           1  2.4091937E+09
           1  1.9442615E+09
           1  1.4511519E+09
           1  1.3525298E+09
           1  9.4395315E+08
           1  1.3525298E+09
           1  1.2679968E+09
           1  1.2378433E+09
           1  1.2084072E+09
           1  1.1796708E+09
           1  1.1516179E+09
           1  1.1242321E+09
           1  1.0974975E+09
           1  1.0713988E+09
           1  1.0459205E+09
           1  1.0210483E+09
           1  9.9676736E+08
           1  9.7306400E+08
           1  9.4992429E+08
           1  9.2733485E+08
           1  9.0528243E+08
           1  8.8375456E+08
           1  8.6273869E+08
           1  8.4222246E+08
           1  8.2219418E+08
           1  8.0264211E+08
