 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.026E+00                                       1.540E+03   1.512E+01 
    2   5.391E+00                                       1.402E+03   7.258E+00 
    3   3.661E+01   1.270E+01   2.184E+00               4.183E+01   1.828E-01 
    4   5.983E+01   2.876E+01   3.742E+00   2.019E-01   1.279E+00   3.040E-03 
    5   6.070E+01   2.891E+01   3.741E+00   1.978E-01   5.960E+00   1.422E-02 
    6   6.160E+01   2.912E+01   3.750E+00               8.358E+01   3.152E-01 
    7   6.225E+01   2.922E+01   3.741E+00   1.968E-01   1.204E+01   2.884E-02 
    8   6.170E+01   2.913E+01   3.738E+00   1.954E-01   1.079E+01   2.526E-02 
    9   5.928E+01   2.871E+01   3.735E+00   1.947E-01   1.035E+01   2.398E-02 
   10   5.846E+01   2.856E+01   3.733E+00   1.939E-01   1.023E+01   2.362E-02 
   11   5.782E+01   2.844E+01   3.731E+00   1.931E-01   7.651E+00   1.764E-02 
   12   5.749E+01   2.835E+01   3.728E+00   1.923E-01   6.059E+00   1.393E-02 
   13   5.732E+01   2.827E+01   3.727E+00   1.908E-01   9.703E+00   2.262E-02 
   14   5.727E+01   2.822E+01   3.741E+00               6.932E+01   2.622E-01 
   15   5.721E+01   2.820E+01   3.728E+00   1.897E-01   1.015E+01   2.371E-02 
   16   5.708E+01   2.814E+01   3.727E+00   1.890E-01   1.116E+01   2.604E-02 
   17   5.715E+01   2.817E+01   3.731E+00   1.902E-01   7.599E+00   1.794E-02 
   18   5.706E+01   2.816E+01   3.726E+00   1.890E-01   1.089E+01   2.529E-02 
   19   5.713E+01   2.820E+01   3.725E+00   1.897E-01   1.081E+01   2.522E-02 
   20   5.717E+01   2.822E+01   3.726E+00   1.908E-01   7.800E+00   1.843E-02 
   21   5.719E+01   2.823E+01   3.724E+00   1.917E-01   4.719E+00   1.110E-02 
   22   5.708E+01   2.819E+01   3.723E+00   1.903E-01   5.773E+00   1.353E-02 
   23   5.687E+01   2.811E+01   3.722E+00   1.894E-01   1.007E+01   2.334E-02 
   24   5.679E+01   2.806E+01   3.722E+00   1.893E-01   1.073E+01   2.488E-02 
   25   5.704E+01   2.809E+01   3.721E+00   1.896E-01   1.099E+01   2.560E-02 
   26   5.727E+01   2.813E+01   3.721E+00   1.904E-01   1.047E+01   2.415E-02 
   27   5.750E+01   2.817E+01   3.722E+00   1.913E-01   1.031E+01   2.372E-02 
   28   5.812E+01   2.836E+01   3.725E+00   1.920E-01   1.047E+01   2.421E-02 
   29   5.901E+01   2.859E+01   3.728E+00   1.931E-01   1.011E+01   2.329E-02 
   30   6.038E+01   2.890E+01   3.731E+00   1.941E-01   9.266E+00   2.162E-02 
   31   6.290E+01   2.939E+01   3.734E+00   1.962E-01   4.870E+00   1.136E-02 
   32   6.347E+01   2.945E+01   3.735E+00   2.004E-01   6.682E-01   1.581E-03 
   33   6.081E+01   2.904E+01                           1.223E+03   1.697E+01 
   34   6.197E+01                                       1.083E+03   1.072E+01 
   35   6.065E+01   2.976E+01                           3.914E+02   5.327E+00 
   36   6.020E+01   2.907E+01                           9.534E+02   1.323E+01 
   37   5.956E+01   2.890E+01   3.730E+00               9.611E+01   3.623E-01 
   38   6.033E+01   2.906E+01   3.729E+00   1.955E-01   3.125E+00   7.269E-03 
   39   5.852E+01   2.846E+01   3.727E+00               9.388E+01   3.540E-01 
   40   5.738E+01   2.801E+01   3.718E+00   1.929E-01   6.389E+00   1.501E-02 
   41   5.818E+01   2.825E+01   3.717E+00   1.931E-01   4.633E+00   1.087E-02 
   42   5.771E+01   2.808E+01   3.718E+00   1.947E-01   2.312E+00   5.411E-03 
   43   5.623E+01   2.783E+01   3.718E+00   1.929E-01   6.342E+00   1.514E-02 
   44   5.973E+01                                       4.017E+03   2.549E+02 
   45   6.064E+01                                       1.078E+03   1.088E+01 
   46   6.074E+01   3.133E+01                           3.632E+02   4.799E+00 
   47   5.872E+01   3.046E+01                           2.656E+02   3.571E+00 
   48   6.073E+01                                       8.231E+02   8.522E+00 
   49   2.799E+01                                       6.372E+02   1.828E+01 
   50   1.131E+02                                       1.333E+03   1.947E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1988.62500000000     
