 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   9.973E-01                                       6.935E+03   1.508E+01 
    2   1.142E+01                                       3.257E+03   7.106E+00 
    3   6.373E+01   6.050E+00   1.750E+00               1.657E+02   1.790E-01 
    4   1.394E+02   1.682E+01   3.378E+00   1.848E-01   3.730E+00   2.872E-03 
    5   1.390E+02   1.674E+01   3.376E+00   1.810E-01   1.800E+01   1.341E-02 
    6   1.216E+02   1.615E+01   3.381E+00               2.866E+02   3.075E-01 
    7   1.447E+02   1.713E+01   3.376E+00   1.801E-01   3.706E+01   2.717E-02 
    8   1.584E+02   1.752E+01   3.375E+00   1.788E-01   3.177E+01   2.380E-02 
    9   1.454E+02   1.687E+01   3.374E+00   1.781E-01   2.995E+01   2.260E-02 
   10   1.371E+02   1.648E+01   3.373E+00   1.774E-01   2.956E+01   2.225E-02 
   11   1.326E+02   1.620E+01   3.372E+00   1.767E-01   2.209E+01   1.661E-02 
   12   1.292E+02   1.594E+01   3.371E+00   1.759E-01   1.748E+01   1.312E-02 
   13   1.276E+02   1.575E+01   3.371E+00   1.744E-01   2.905E+01   2.128E-02 
   14   1.241E+02   1.554E+01   3.378E+00               2.399E+02   2.557E-01 
   15   1.269E+02   1.563E+01   3.371E+00   1.734E-01   3.072E+01   2.230E-02 
   16   1.266E+02   1.555E+01   3.371E+00   1.727E-01   3.373E+01   2.449E-02 
   17   1.072E+02   1.485E+01   3.372E+00   1.737E-01   2.330E+01   1.687E-02 
   18   1.313E+02   1.572E+01   3.371E+00   1.727E-01   3.254E+01   2.379E-02 
   19   1.257E+02   1.554E+01   3.370E+00   1.734E-01   3.235E+01   2.373E-02 
   20   1.170E+02   1.523E+01   3.370E+00   1.744E-01   2.383E+01   1.734E-02 
   21   1.123E+02   1.506E+01   3.368E+00   1.752E-01   1.419E+01   1.045E-02 
   22   1.354E+02   1.586E+01   3.369E+00   1.739E-01   1.736E+01   1.273E-02 
   23   1.325E+02   1.574E+01   3.369E+00   1.731E-01   2.986E+01   2.196E-02 
   24   1.301E+02   1.562E+01   3.368E+00   1.729E-01   3.187E+01   2.341E-02 
   25   1.288E+02   1.552E+01   3.368E+00   1.733E-01   3.297E+01   2.408E-02 
   26   1.337E+02   1.558E+01   3.367E+00   1.741E-01   3.068E+01   2.273E-02 
   27   1.334E+02   1.553E+01   3.368E+00   1.749E-01   2.995E+01   2.234E-02 
   28   1.235E+02   1.538E+01   3.370E+00   1.756E-01   3.061E+01   2.279E-02 
   29   1.349E+02   1.605E+01   3.371E+00   1.767E-01   2.919E+01   2.194E-02 
   30   1.531E+02   1.710E+01   3.372E+00   1.776E-01   2.732E+01   2.037E-02 
   31   1.539E+02   1.756E+01   3.373E+00   1.795E-01   1.416E+01   1.071E-02 
   32   1.755E+02   1.857E+01   3.374E+00   1.834E-01   1.946E+00   1.493E-03 
   33   1.528E+02   1.755E+01                           3.459E+03   1.697E+01 
   34   1.424E+02                                       2.218E+03   1.051E+01 
   35   1.420E+02   2.046E+01                           1.087E+03   5.326E+00 
   36   1.397E+02   1.766E+01                           2.694E+03   1.324E+01 
   37   1.340E+02   1.720E+01   3.374E+00               3.297E+02   3.534E-01 
   38   1.330E+02   1.673E+01   3.373E+00   1.788E-01   9.050E+00   6.853E-03 
   39   1.445E+02   1.622E+01   3.371E+00               3.233E+02   3.453E-01 
   40   1.562E+02   1.612E+01   3.366E+00   1.764E-01   1.914E+01   1.414E-02 
   41   1.336E+02   1.549E+01   3.366E+00   1.765E-01   1.377E+01   1.023E-02 
   42   1.179E+02   1.504E+01   3.366E+00   1.779E-01   6.759E+00   5.102E-03 
   43   1.357E+02   1.576E+01   3.367E+00   1.763E-01   1.961E+01   1.425E-02 
   44   1.179E+02                                       7.712E+03   2.494E+02 
   45   1.132E+02                                       2.225E+03   1.068E+01 
   46   1.177E+02   2.663E+01                           9.696E+02   4.793E+00 
   47   1.174E+02   2.301E+01                           7.247E+02   3.570E+00 
   48   9.439E+01                                       1.719E+03   8.398E+00 
   49   6.893E+01                                       2.151E+03   1.805E+01 
   50   2.044E+02                                       3.442E+03   1.951E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1986.75000000000     
