 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.024E+00                                       1.539E+03   1.512E+01 
    2   5.305E+00                                       1.392E+03   7.257E+00 
    3   3.345E+01   1.168E+01   2.134E+00               4.162E+01   1.827E-01 
    4   5.635E+01   2.680E+01   3.696E+00   2.011E-01   1.274E+00   3.021E-03 
    5   5.556E+01   2.671E+01   3.693E+00   1.982E-01   6.060E+00   1.451E-02 
    6   5.676E+01   2.697E+01   3.702E+00               8.297E+01   3.144E-01 
    7   5.881E+01   2.725E+01   3.697E+00   1.972E-01   1.195E+01   2.865E-02 
    8   5.718E+01   2.700E+01   3.691E+00   1.957E-01   1.098E+01   2.584E-02 
    9   5.479E+01   2.661E+01   3.689E+00   1.947E-01   1.051E+01   2.443E-02 
   10   5.362E+01   2.642E+01   3.687E+00   1.937E-01   1.022E+01   2.360E-02 
   11   5.315E+01   2.634E+01   3.685E+00   1.930E-01   7.644E+00   1.763E-02 
   12   5.300E+01   2.627E+01   3.682E+00   1.920E-01   6.049E+00   1.390E-02 
   13   5.304E+01   2.622E+01   3.680E+00   1.905E-01   8.976E+00   2.058E-02 
   14   5.281E+01   2.612E+01   3.689E+00               6.733E+01   2.552E-01 
   15   5.300E+01   2.617E+01   3.679E+00   1.900E-01   9.201E+00   2.107E-02 
   16   5.296E+01   2.613E+01   3.677E+00   1.896E-01   1.019E+01   2.332E-02 
   17   5.273E+01   2.608E+01   3.681E+00   1.903E-01   7.173E+00   1.673E-02 
   18   5.290E+01   2.611E+01   3.677E+00   1.896E-01   1.005E+01   2.292E-02 
   19   5.293E+01   2.613E+01   3.676E+00   1.899E-01   9.955E+00   2.275E-02 
   20   5.282E+01   2.611E+01   3.677E+00   1.907E-01   7.421E+00   1.735E-02 
   21   5.289E+01   2.612E+01   3.676E+00   1.913E-01   4.556E+00   1.062E-02 
   22   5.304E+01   2.616E+01   3.675E+00   1.902E-01   5.253E+00   1.203E-02 
   23   5.324E+01   2.621E+01   3.675E+00   1.898E-01   9.437E+00   2.157E-02 
   24   5.344E+01   2.624E+01   3.675E+00   1.898E-01   1.005E+01   2.297E-02 
   25   5.370E+01   2.627E+01   3.675E+00   1.900E-01   1.007E+01   2.301E-02 
   26   5.391E+01   2.632E+01   3.676E+00   1.905E-01   1.010E+01   2.310E-02 
   27   5.396E+01   2.635E+01   3.679E+00   1.915E-01   1.016E+01   2.331E-02 
   28   5.377E+01   2.639E+01   3.682E+00   1.920E-01   1.019E+01   2.340E-02 
   29   5.374E+01   2.643E+01   3.682E+00   1.929E-01   1.019E+01   2.353E-02 
   30   5.374E+01   2.642E+01   3.684E+00   1.941E-01   9.506E+00   2.233E-02 
   31   5.603E+01   2.684E+01   3.687E+00   1.966E-01   4.984E+00   1.170E-02 
   32   5.852E+01   2.722E+01   3.691E+00   2.001E-01   6.676E-01   1.577E-03 
   33   5.790E+01   2.711E+01                           1.165E+03   1.694E+01 
   34   5.857E+01                                       9.725E+02   1.063E+01 
   35   5.653E+01   2.753E+01                           3.716E+02   5.319E+00 
   36   5.532E+01   2.682E+01                           9.090E+02   1.319E+01 
   37   5.473E+01   2.676E+01   3.686E+00               9.577E+01   3.625E-01 
   38   5.450E+01   2.677E+01   3.685E+00   1.973E-01   3.379E+00   8.032E-03 
   39   5.451E+01   2.661E+01   3.684E+00               9.308E+01   3.523E-01 
   40   5.517E+01   2.655E+01   3.677E+00   1.925E-01   6.130E+00   1.427E-02 
   41   5.560E+01   2.667E+01   3.675E+00   1.926E-01   4.480E+00   1.042E-02 
   42   5.478E+01   2.640E+01   3.673E+00   1.936E-01   2.250E+00   5.219E-03 
   43   5.415E+01   2.641E+01   3.674E+00   1.920E-01   6.015E+00   1.419E-02 
   44   5.819E+01                                       3.584E+03   2.522E+02 
   45   5.528E+01                                       9.722E+02   1.076E+01 
   46   5.644E+01   2.881E+01                           3.400E+02   4.748E+00 
   47   5.637E+01   2.869E+01                           2.543E+02   3.573E+00 
   48   5.805E+01                                       7.553E+02   8.448E+00 
   49   2.713E+01                                       6.161E+02   1.822E+01 
   50   1.083E+02                                       1.306E+03   1.947E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1988.62500000000     
