 interval        deposition(Bq/year)
          32    Nmsr
           1    Nboxprec
           2    reltp
          39           1    NumPlan   NumVert
           0.25  1.2586985E+09
           1  1.2401882E+09
           1  1.2309330E+09
           1  1.4067805E+09
           1  1.3049742E+09
           1  1.3512498E+09
           1  1.5826282E+09
           1  1.2772087E+09
           1  9.5327904E+08
           1  8.8849299E+08
           1  6.2009408E+08
           1  8.8849299E+08
           1  8.3296224E+08
           1  8.1315411E+08
           1  7.9381715E+08
           1  7.7493990E+08
           1  7.5651162E+08
           1  7.3852147E+08
           1  7.2095917E+08
           1  7.0381466E+08
           1  6.8707770E+08
           1  6.7073882E+08
           1  6.5478842E+08
           1  6.3921741E+08
           1  6.2401664E+08
           1  6.0917734E+08
           1  5.9469088E+08
           1  5.8054899E+08
           1  5.6674336E+08
           1  5.5326598E+08
           1  5.4010918E+08
           1  5.2726522E+08
