 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   9.972E-01                                       6.935E+03   1.508E+01 
    2   1.141E+01                                       3.256E+03   7.106E+00 
    3   6.835E+01   6.004E+00   1.750E+00               1.657E+02   1.789E-01 
    4   1.946E+02   1.915E+01   3.381E+00   1.818E-01   3.647E+00   2.784E-03 
    5   1.579E+02   1.781E+01   3.380E+00   1.802E-01   1.641E+01   1.238E-02 
    6   2.101E+02   1.984E+01   3.385E+00               2.854E+02   3.064E-01 
    7   1.766E+02   1.864E+01   3.380E+00   1.793E-01   3.334E+01   2.483E-02 
    8   1.482E+02   1.746E+01   3.379E+00   1.785E-01   3.004E+01   2.270E-02 
    9   1.512E+02   1.753E+01   3.379E+00   1.778E-01   2.988E+01   2.253E-02 
   10   1.539E+02   1.763E+01   3.379E+00   1.773E-01   2.953E+01   2.223E-02 
   11   1.684E+02   1.810E+01   3.378E+00   1.768E-01   2.211E+01   1.662E-02 
   12   1.532E+02   1.753E+01   3.379E+00   1.765E-01   1.755E+01   1.319E-02 
   13   1.357E+02   1.700E+01   3.380E+00   1.753E-01   2.768E+01   2.050E-02 
   14   1.582E+02   1.802E+01   3.391E+00               2.322E+02   2.494E-01 
   15   1.513E+02   1.775E+01   3.383E+00   1.743E-01   2.753E+01   2.042E-02 
   16   1.611E+02   1.840E+01   3.380E+00   1.739E-01   2.900E+01   2.167E-02 
   17   1.539E+02   1.819E+01   3.382E+00   1.744E-01   1.904E+01   1.425E-02 
   18   1.573E+02   1.827E+01   3.380E+00   1.740E-01   2.902E+01   2.169E-02 
   19   1.697E+02   1.856E+01   3.378E+00   1.742E-01   2.875E+01   2.150E-02 
   20   1.494E+02   1.793E+01   3.377E+00   1.747E-01   1.991E+01   1.490E-02 
   21   1.707E+02   1.853E+01   3.377E+00   1.751E-01   1.241E+01   9.309E-03 
   22   1.787E+02   1.876E+01   3.377E+00   1.744E-01   1.517E+01   1.136E-02 
   23   1.767E+02   1.875E+01   3.378E+00   1.740E-01   2.726E+01   2.036E-02 
   24   1.693E+02   1.856E+01   3.378E+00   1.741E-01   2.904E+01   2.170E-02 
   25   1.601E+02   1.813E+01   3.379E+00   1.743E-01   2.910E+01   2.175E-02 
   26   1.588E+02   1.797E+01   3.378E+00   1.751E-01   2.926E+01   2.191E-02 
   27   1.619E+02   1.785E+01   3.378E+00   1.757E-01   2.941E+01   2.206E-02 
   28   1.425E+02   1.716E+01   3.378E+00   1.758E-01   2.941E+01   2.206E-02 
   29   1.510E+02   1.756E+01   3.378E+00   1.764E-01   2.913E+01   2.188E-02 
   30   1.452E+02   1.736E+01   3.378E+00   1.771E-01   2.818E+01   2.087E-02 
   31   1.616E+02   1.822E+01   3.378E+00   1.792E-01   1.493E+01   1.119E-02 
   32   1.889E+02   1.929E+01   3.379E+00   1.824E-01   1.932E+00   1.478E-03 
   33   1.775E+02   1.887E+01                           3.464E+03   1.697E+01 
   34   1.696E+02                                       2.155E+03   1.052E+01 
   35   1.621E+02   2.176E+01                           1.087E+03   5.329E+00 
   36   1.555E+02   1.857E+01                           2.697E+03   1.323E+01 
   37   1.499E+02   1.815E+01   3.380E+00               3.462E+02   3.670E-01 
   38   1.514E+02   1.821E+01   3.379E+00   1.811E-01   1.050E+01   7.836E-03 
   39   1.694E+02   1.825E+01   3.379E+00               3.274E+02   3.488E-01 
   40   1.890E+02   1.868E+01   3.376E+00   1.765E-01   1.702E+01   1.281E-02 
   41   1.694E+02   1.825E+01   3.375E+00   1.767E-01   1.262E+01   9.500E-03 
   42   1.397E+02   1.738E+01   3.376E+00   1.771E-01   6.501E+00   4.907E-03 
   43   1.774E+02   1.872E+01   3.378E+00   1.754E-01   1.754E+01   1.290E-02 
   44   1.706E+02                                       7.128E+03   2.479E+02 
   45   1.482E+02                                       2.095E+03   1.064E+01 
   46   1.261E+02   2.514E+01                           9.551E+02   4.745E+00 
   47   1.199E+02   2.363E+01                           7.193E+02   3.560E+00 
   48   1.074E+02                                       1.629E+03   8.356E+00 
   49   6.627E+01                                       2.126E+03   1.802E+01 
   50   2.778E+02                                       3.611E+03   1.952E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1986.75000000000     
