**************************************************************************** 
**************************************************************************** 
*                                                                          *
*     C A R A C T E R I S T I Q U E S   P H Y S I Q U E S                  *
*                                                                          *
*    D E S   C O M P A R T I M E N T S   R E G I O N A U X                 *
*                                                                          *
*           D U   M O D E L E   M A R I N   E 4 4                          *
*                                                                          *
**************************************************************************** 
**************************************************************************** 
*
*    No du      Sedimentation MES    Bioturbation   Ep.sed1     Ep.sed2    Ep.col.eau   Porosite    Densite    Diffusion      Salinity
* compartiment  t/m2.an       t/m3       m2/an          m          m           m                      t/m3       m2/an           g/l
	42	7.50E-05	1.00E-06	1.60E-05	1.00E-01	1.90E+00	1.00E+01	7.50E-01	2.60E+00	3.15E-03	18.0
	43	7.50E-05	1.00E-06	1.60E-05	1.00E-01	1.90E+00	1.00E+01	7.50E-01	2.60E+00	3.15E-03	18.0
	44	1.50E-03	6.00E-06	3.60E-05	1.00E-01	1.90E+00	1.00E+01	7.50E-01	2.60E+00	3.15E-02	13.0
	45	1.50E-04	6.00E-06	3.60E-05	1.00E-01	1.90E+00	1.00E+01	7.50E-01	2.60E+00	3.15E-02	16.0
	46	1.50E-04	6.00E-06	3.60E-05	1.00E-01	1.90E+00	1.00E+01	7.50E-01	2.60E+00	3.15E-02	16.0
	47	1.50E-04	6.00E-06	3.60E-05	1.00E-01	1.90E+00	1.00E+01	7.50E-01	2.60E+00	3.15E-02	16.0
	48	1.50E-04	6.00E-06	3.60E-05	1.00E-01	1.90E+00	1.00E+01	7.50E-01	2.60E+00	3.15E-02	13.0
	49	4.50E-04	6.00E-06	3.60E-05	1.00E-01	1.90E+00	1.00E+01	7.50E-01	2.60E+00	3.15E-02	3.0
	50	1.50E-04	6.00E-06	3.60E-05	1.00E-01	1.90E+00	1.00E+01	7.50E-01	2.60E+00	3.15E-02	11.0
	51	7.50E-04        3.00E-05        3.60E-05        1.00E-01        1.90E+00        1.00E+01        7.50E-01        2.60E+00        3.15E-02	1.0
	52	7.50E-04        3.00E-05        3.60E-05        1.00E-01        1.90E+00        1.00E+01        7.50E-01        2.60E+00        3.15E-02	1.0
	53	7.50E-04        3.00E-05        3.60E-05        1.00E-01        1.90E+00        1.00E+01        7.50E-01        2.60E+00        3.15E-02	1.0


