 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.024E+00                                       7.309E+02   1.506E+01 
    2   4.961E+00                                       7.265E+02   7.240E+00 
    3   3.548E+01   1.250E+01   2.247E+00               2.103E+01   1.822E-01 
    4   5.576E+01   2.934E+01   3.808E+00   2.048E-01   7.056E-01   3.037E-03 
    5   5.610E+01   2.935E+01   3.805E+00   2.006E-01   3.238E+00   1.421E-02 
    6   5.551E+01   2.938E+01   3.814E+00               4.458E+01   3.144E-01 
    7   5.445E+01   2.911E+01   3.803E+00   1.996E-01   6.481E+00   2.881E-02 
    8   5.487E+01   2.908E+01   3.801E+00   1.982E-01   5.919E+00   2.523E-02 
    9   5.540E+01   2.910E+01   3.799E+00   1.974E-01   5.720E+00   2.395E-02 
   10   5.579E+01   2.916E+01   3.798E+00   1.966E-01   5.653E+00   2.359E-02 
   11   5.592E+01   2.915E+01   3.796E+00   1.958E-01   4.229E+00   1.763E-02 
   12   5.586E+01   2.907E+01   3.793E+00   1.950E-01   3.349E+00   1.392E-02 
   13   5.570E+01   2.898E+01   3.792E+00   1.934E-01   5.281E+00   2.259E-02 
   14   5.551E+01   2.889E+01   3.806E+00               3.683E+01   2.615E-01 
   15   5.544E+01   2.888E+01   3.792E+00   1.923E-01   5.497E+00   2.368E-02 
   16   5.498E+01   2.868E+01   3.791E+00   1.916E-01   6.049E+00   2.601E-02 
   17   5.518E+01   2.873E+01   3.796E+00   1.928E-01   4.093E+00   1.792E-02 
   18   5.472E+01   2.858E+01   3.790E+00   1.916E-01   5.929E+00   2.526E-02 
   19   5.451E+01   2.852E+01   3.788E+00   1.924E-01   5.885E+00   2.519E-02 
   20   5.472E+01   2.859E+01   3.790E+00   1.935E-01   4.208E+00   1.841E-02 
   21   5.444E+01   2.852E+01   3.787E+00   1.944E-01   2.565E+00   1.109E-02 
   22   5.432E+01   2.847E+01   3.786E+00   1.930E-01   3.136E+00   1.352E-02 
   23   5.426E+01   2.846E+01   3.785E+00   1.920E-01   5.499E+00   2.331E-02 
   24   5.421E+01   2.849E+01   3.785E+00   1.919E-01   5.859E+00   2.485E-02 
   25   5.439E+01   2.860E+01   3.786E+00   1.922E-01   5.976E+00   2.557E-02 
   26   5.463E+01   2.867E+01   3.784E+00   1.931E-01   5.750E+00   2.412E-02 
   27   5.488E+01   2.871E+01   3.785E+00   1.940E-01   5.683E+00   2.369E-02 
   28   5.496E+01   2.877E+01   3.789E+00   1.947E-01   5.758E+00   2.418E-02 
   29   5.466E+01   2.873E+01   3.791E+00   1.958E-01   5.588E+00   2.326E-02 
   30   5.413E+01   2.868E+01   3.793E+00   1.969E-01   5.080E+00   2.159E-02 
   31   5.444E+01   2.893E+01   3.795E+00   1.989E-01   2.687E+00   1.135E-02 
   32   5.487E+01   2.918E+01   3.798E+00   2.033E-01   3.688E-01   1.580E-03 
   33   5.548E+01   2.936E+01                           6.932E+02   1.691E+01 
   34   5.630E+01                                       5.753E+02   1.070E+01 
   35   5.575E+01   3.003E+01                           2.210E+02   5.310E+00 
   36   5.604E+01   2.917E+01                           5.396E+02   1.319E+01 
   37   5.532E+01   2.902E+01   3.795E+00               5.128E+01   3.613E-01 
   38   5.527E+01   2.904E+01   3.793E+00   1.983E-01   1.726E+00   7.262E-03 
   39   5.550E+01   2.894E+01   3.792E+00               4.999E+01   3.530E-01 
   40   5.528E+01   2.878E+01   3.783E+00   1.956E-01   3.478E+00   1.500E-02 
   41   5.487E+01   2.864E+01   3.782E+00   1.958E-01   2.530E+00   1.086E-02 
   42   5.478E+01   2.856E+01   3.783E+00   1.975E-01   1.272E+00   5.406E-03 
   43   5.415E+01   2.846E+01   3.783E+00   1.956E-01   3.405E+00   1.512E-02 
   44   5.714E+01                                       2.155E+03   2.542E+02 
   45   6.531E+01                                       5.742E+02   1.085E+01 
   46   5.776E+01   3.160E+01                           2.037E+02   4.783E+00 
   47   5.624E+01   3.083E+01                           1.492E+02   3.559E+00 
   48   5.572E+01                                       4.406E+02   8.499E+00 
   49   2.803E+01                                       3.416E+02   1.822E+01 
   50   1.075E+02                                       6.925E+02   1.940E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1988.85000000000     
