 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   9.677E-01                                       1.279E+03   1.459E+01 
    2   2.648E+00                                       1.414E+03   7.121E+00 
    3   2.241E+01   8.881E+00   2.519E+00               5.065E+01   1.785E-01 
    4   3.547E+01   2.730E+01   4.141E+00   2.159E-01   2.113E+00   2.911E-03 
    5   3.557E+01   2.735E+01   4.139E+00   2.149E-01   9.206E+00   1.263E-02 
    6   3.554E+01   2.744E+01   4.145E+00               1.255E+02   3.100E-01 
    7   3.626E+01   2.776E+01   4.143E+00   2.146E-01   1.772E+01   2.428E-02 
    8   3.639E+01   2.779E+01   4.140E+00   2.140E-01   1.769E+01   2.419E-02 
    9   3.606E+01   2.760E+01   4.138E+00   2.135E-01   1.765E+01   2.408E-02 
   10   3.595E+01   2.753E+01   4.137E+00   2.133E-01   1.750E+01   2.385E-02 
   11   3.582E+01   2.746E+01   4.137E+00   2.131E-01   1.313E+01   1.792E-02 
   12   3.584E+01   2.745E+01   4.136E+00   2.126E-01   1.043E+01   1.420E-02 
   13   3.600E+01   2.749E+01   4.135E+00   2.120E-01   1.544E+01   2.096E-02 
   14   3.570E+01   2.732E+01   4.141E+00               1.019E+02   2.517E-01 
   15   3.601E+01   2.747E+01   4.135E+00   2.116E-01   1.579E+01   2.139E-02 
   16   3.612E+01   2.750E+01   4.133E+00   2.114E-01   1.747E+01   2.364E-02 
   17   3.564E+01   2.726E+01   4.134E+00   2.117E-01   1.144E+01   1.551E-02 
   18   3.593E+01   2.739E+01   4.132E+00   2.114E-01   1.747E+01   2.364E-02 
   19   3.584E+01   2.733E+01   4.131E+00   2.115E-01   1.729E+01   2.342E-02 
   20   3.582E+01   2.733E+01   4.132E+00   2.119E-01   1.183E+01   1.605E-02 
   21   3.564E+01   2.723E+01   4.130E+00   2.124E-01   7.441E+00   1.012E-02 
   22   3.556E+01   2.718E+01   4.130E+00   2.117E-01   9.110E+00   1.235E-02 
   23   3.629E+01   2.756E+01   4.132E+00   2.114E-01   1.640E+01   2.222E-02 
   24   3.656E+01   2.770E+01   4.133E+00   2.115E-01   1.748E+01   2.365E-02 
   25   3.649E+01   2.765E+01   4.134E+00   2.117E-01   1.750E+01   2.370E-02 
   26   3.685E+01   2.783E+01   4.136E+00   2.120E-01   1.753E+01   2.378E-02 
   27   3.706E+01   2.795E+01   4.137E+00   2.124E-01   1.756E+01   2.385E-02 
   28   3.700E+01   2.794E+01   4.137E+00   2.125E-01   1.756E+01   2.387E-02 
   29   3.685E+01   2.790E+01   4.138E+00   2.128E-01   1.734E+01   2.359E-02 
   30   3.658E+01   2.783E+01   4.139E+00   2.131E-01   1.517E+01   2.068E-02 
   31   3.645E+01   2.784E+01   4.139E+00   2.141E-01   8.193E+00   1.121E-02 
   32   3.639E+01   2.787E+01   4.140E+00   2.164E-01   1.116E+00   1.540E-03 
   33   3.564E+01   2.755E+01                           2.064E+03   1.659E+01 
   34   3.531E+01                                       1.174E+03   1.046E+01 
   35   3.511E+01   2.781E+01                           6.454E+02   5.209E+00 
   36   3.587E+01   2.779E+01                           1.605E+03   1.292E+01 
   37   3.679E+01   2.806E+01   4.140E+00               1.449E+02   3.577E-01 
   38   3.751E+01   2.833E+01   4.140E+00   2.141E-01   5.315E+00   7.273E-03 
   39   3.744E+01   2.817E+01   4.139E+00               1.402E+02   3.462E-01 
   40   3.727E+01   2.798E+01   4.135E+00   2.126E-01   1.010E+01   1.375E-02 
   41   3.660E+01   2.761E+01   4.133E+00   2.126E-01   7.453E+00   1.014E-02 
   42   3.672E+01   2.766E+01   4.133E+00   2.125E-01   3.838E+00   5.217E-03 
   43   3.649E+01   2.764E+01   4.133E+00   2.118E-01   9.259E+00   1.254E-02 
   44   3.331E+01                                       4.441E+03   2.479E+02 
   45   3.542E+01                                       1.178E+03   1.053E+01 
   46   3.552E+01   2.843E+01                           5.739E+02   4.664E+00 
   47   3.617E+01   2.830E+01                           4.278E+02   3.469E+00 
   48   3.483E+01                                       9.182E+02   8.275E+00 
   49   1.194E+01                                       6.045E+02   1.772E+01 
   50   5.415E+01                                       1.330E+03   1.887E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1990.75000000000     
