 interval        deposition(Bq/year)
          30    Nmsr
           1    Nboxprec
           2    reltp
          23           1    NumPlan   NumVert
           0.25  1.7896936E+09
           1  2.0453640E+09
           1  1.8973444E+09
           1  1.9646260E+09
           1  2.3010348E+09
           1  1.8569752E+09
           1  1.3860035E+09
           1  1.2918089E+09
           1  9.0157498E+08
           1  1.2918089E+09
           1  1.2110710E+09
           1  1.1822712E+09
           1  1.1541565E+09
           1  1.1267103E+09
           1  1.0999168E+09
           1  1.0737604E+09
           1  1.0482260E+09
           1  1.0232991E+09
           1  9.9896461E+08
           1  9.7520896E+08
           1  9.5201818E+08
           1  9.2937894E+08
           1  9.0727808E+08
           1  8.8570278E+08
           1  8.6464038E+08
           1  8.4407904E+08
           1  8.2400659E+08
           1  8.0441146E+08
           1  7.8528230E+08
           1  7.6660806E+08
