 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.023E+00                                       4.745E+03   1.518E+01 
    2   8.461E+00                                       3.142E+03   7.185E+00 
    3   6.688E+01   1.258E+01   1.894E+00               1.169E+02   1.814E-01 
    4   8.958E+01   2.703E+01   3.530E+00   1.898E-01   2.898E+00   2.919E-03 
    5   8.955E+01   2.681E+01   3.526E+00   1.873E-01   1.332E+01   1.324E-02 
    6   8.688E+01   2.694E+01   3.533E+00               2.108E+02   3.123E-01 
    7   7.977E+01   2.611E+01   3.524E+00   1.870E-01   2.707E+01   2.675E-02 
    8   7.751E+01   2.559E+01   3.519E+00   1.857E-01   2.495E+01   2.470E-02 
    9   7.799E+01   2.538E+01   3.515E+00   1.846E-01   2.398E+01   2.370E-02 
   10   8.294E+01   2.573E+01   3.513E+00   1.838E-01   2.332E+01   2.303E-02 
   11   8.980E+01   2.596E+01   3.510E+00   1.833E-01   1.746E+01   1.722E-02 
   12   8.576E+01   2.431E+01   3.493E+00   1.820E-01   1.377E+01   1.354E-02 
   13   8.219E+01   2.319E+01   3.478E+00   1.805E-01   2.076E+01   2.029E-02 
   14   8.726E+01   2.321E+01   3.484E+00               1.886E+02   2.749E-01 
   15   7.828E+01   2.193E+01   3.470E+00   1.799E-01   2.176E+01   2.120E-02 
   16   7.704E+01   2.101E+01   3.455E+00   1.791E-01   2.433E+01   2.362E-02 
   17   8.498E+01   2.214E+01   3.457E+00   1.797E-01   1.747E+01   1.689E-02 
   18   7.485E+01   2.052E+01   3.451E+00   1.789E-01   2.348E+01   2.286E-02 
   19   7.645E+01   2.059E+01   3.446E+00   1.793E-01   2.405E+01   2.341E-02 
   20   8.391E+01   2.160E+01   3.449E+00   1.802E-01   1.879E+01   1.814E-02 
   21   8.213E+01   2.126E+01   3.445E+00   1.812E-01   1.120E+01   1.093E-02 
   22   7.814E+01   2.074E+01   3.446E+00   1.797E-01   1.281E+01   1.248E-02 
   23   7.686E+01   2.070E+01   3.448E+00   1.790E-01   2.198E+01   2.142E-02 
   24   7.465E+01   2.079E+01   3.453E+00   1.789E-01   2.343E+01   2.283E-02 
   25   7.658E+01   2.148E+01   3.464E+00   1.798E-01   2.393E+01   2.334E-02 
   26   8.169E+01   2.255E+01   3.472E+00   1.805E-01   2.297E+01   2.251E-02 
   27   8.401E+01   2.346E+01   3.484E+00   1.815E-01   2.313E+01   2.273E-02 
   28   8.867E+01   2.516E+01   3.499E+00   1.822E-01   2.415E+01   2.368E-02 
   29   8.417E+01   2.531E+01   3.504E+00   1.831E-01   2.326E+01   2.291E-02 
   30   7.609E+01   2.498E+01   3.508E+00   1.840E-01   2.262E+01   2.217E-02 
   31   7.504E+01   2.556E+01   3.514E+00   1.866E-01   1.219E+01   1.205E-02 
   32   8.012E+01   2.660E+01   3.521E+00   1.906E-01   1.536E+00   1.552E-03 
   33   8.530E+01   2.713E+01                           2.758E+03   1.705E+01 
   34   7.146E+01                                       2.727E+03   1.064E+01 
   35   7.268E+01   2.901E+01                           8.883E+02   5.355E+00 
   36   7.520E+01   2.710E+01                           2.149E+03   1.331E+01 
   37   8.084E+01   2.688E+01   3.510E+00               2.435E+02   3.601E-01 
   38   8.474E+01   2.623E+01   3.508E+00   1.879E-01   8.181E+00   8.126E-03 
   39   8.682E+01   2.474E+01   3.496E+00               2.717E+02   3.920E-01 
   40   8.549E+01   2.295E+01   3.470E+00   1.825E-01   1.419E+01   1.395E-02 
   41   8.296E+01   2.210E+01   3.463E+00   1.827E-01   1.064E+01   1.046E-02 
   42   7.947E+01   2.130E+01   3.456E+00   1.838E-01   5.144E+00   5.110E-03 
   43   7.653E+01   2.078E+01   3.450E+00   1.811E-01   1.496E+01   1.446E-02 
   44   5.094E+01                                       9.968E+03   2.519E+02 
   45   5.250E+01                                       2.665E+03   1.075E+01 
   46   7.297E+01   3.410E+01                           8.202E+02   4.822E+00 
   47   8.413E+01   3.057E+01                           5.946E+02   3.586E+00 
   48   7.373E+01                                       1.994E+03   8.445E+00 
   49   2.480E+01                                       1.725E+03   1.823E+01 
   50   1.601E+02                                       3.070E+03   1.958E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1987.50000000000     
