 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   9.971E-01                                       6.928E+03   1.508E+01 
    2   1.142E+01                                       3.254E+03   7.102E+00 
    3   7.519E+01   6.091E+00   1.746E+00               1.653E+02   1.786E-01 
    4   1.964E+02   1.984E+01   3.388E+00   1.834E-01   3.690E+00   2.829E-03 
    5   1.807E+02   1.916E+01   3.386E+00   1.809E-01   1.706E+01   1.282E-02 
    6   2.165E+02   2.081E+01   3.391E+00               2.858E+02   3.072E-01 
    7   1.894E+02   1.978E+01   3.388E+00   1.807E-01   3.483E+01   2.589E-02 
    8   1.738E+02   1.909E+01   3.386E+00   1.795E-01   3.186E+01   2.392E-02 
    9   1.692E+02   1.889E+01   3.385E+00   1.784E-01   3.050E+01   2.295E-02 
   10   1.646E+02   1.863E+01   3.385E+00   1.776E-01   2.961E+01   2.230E-02 
   11   1.562E+02   1.819E+01   3.385E+00   1.771E-01   2.216E+01   1.667E-02 
   12   1.445E+02   1.748E+01   3.382E+00   1.758E-01   1.747E+01   1.311E-02 
   13   1.172E+02   1.633E+01   3.380E+00   1.744E-01   2.639E+01   1.964E-02 
   14   1.522E+02   1.758E+01   3.390E+00               2.579E+02   2.702E-01 
   15   1.386E+02   1.697E+01   3.380E+00   1.737E-01   2.774E+01   2.051E-02 
   16   1.426E+02   1.680E+01   3.375E+00   1.730E-01   3.104E+01   2.285E-02 
   17   1.610E+02   1.756E+01   3.377E+00   1.736E-01   2.249E+01   1.633E-02 
   18   1.374E+02   1.654E+01   3.373E+00   1.728E-01   2.985E+01   2.212E-02 
   19   1.446E+02   1.673E+01   3.372E+00   1.732E-01   3.069E+01   2.265E-02 
   20   1.605E+02   1.730E+01   3.374E+00   1.741E-01   2.426E+01   1.754E-02 
   21   1.470E+02   1.679E+01   3.371E+00   1.750E-01   1.440E+01   1.057E-02 
   22   1.310E+02   1.620E+01   3.371E+00   1.736E-01   1.636E+01   1.207E-02 
   23   1.314E+02   1.625E+01   3.372E+00   1.729E-01   2.794E+01   2.073E-02 
   24   1.309E+02   1.641E+01   3.373E+00   1.728E-01   2.979E+01   2.209E-02 
   25   1.351E+02   1.679E+01   3.377E+00   1.737E-01   3.048E+01   2.258E-02 
   26   1.285E+02   1.664E+01   3.377E+00   1.744E-01   2.913E+01   2.179E-02 
   27   1.411E+02   1.723E+01   3.379E+00   1.754E-01   2.934E+01   2.200E-02 
   28   1.430E+02   1.764E+01   3.382E+00   1.760E-01   3.077E+01   2.292E-02 
   29   1.552E+02   1.844E+01   3.385E+00   1.769E-01   2.955E+01   2.218E-02 
   30   1.520E+02   1.852E+01   3.386E+00   1.778E-01   2.904E+01   2.145E-02 
   31   1.669E+02   1.933E+01   3.386E+00   1.803E-01   1.564E+01   1.167E-02 
   32   1.815E+02   1.997E+01   3.387E+00   1.841E-01   1.957E+00   1.504E-03 
   33   1.654E+02   1.924E+01                           3.476E+03   1.700E+01 
   34   1.665E+02                                       2.229E+03   1.049E+01 
   35   1.625E+02   2.322E+01                           1.091E+03   5.337E+00 
   36   1.565E+02   2.001E+01                           2.711E+03   1.327E+01 
   37   1.562E+02   1.978E+01   3.387E+00               3.302E+02   3.542E-01 
   38   1.591E+02   1.964E+01   3.386E+00   1.816E-01   1.053E+01   7.868E-03 
   39   1.721E+02   1.888E+01   3.384E+00               3.723E+02   3.852E-01 
   40   1.493E+02   1.730E+01   3.376E+00   1.763E-01   1.812E+01   1.350E-02 
   41   1.494E+02   1.710E+01   3.375E+00   1.765E-01   1.360E+01   1.012E-02 
   42   1.444E+02   1.682E+01   3.373E+00   1.775E-01   6.535E+00   4.949E-03 
   43   1.051E+02   1.528E+01   3.370E+00   1.749E-01   1.934E+01   1.398E-02 
   44   1.412E+02                                       7.346E+03   2.479E+02 
   45   1.266E+02                                       2.135E+03   1.061E+01 
   46   1.286E+02   2.914E+01                           9.674E+02   4.803E+00 
   47   1.338E+02   2.615E+01                           7.243E+02   3.573E+00 
   48   9.434E+01                                       1.660E+03   8.351E+00 
   49   6.876E+01                                       2.130E+03   1.802E+01 
   50   2.747E+02                                       3.615E+03   1.955E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1986.75000000000     
