 interval        deposition(Bq/year)
          30    Nmsr
           1    Nboxprec
           2    reltp
          11           1    NumPlan   NumVert
           0.25  1.8455012E+09
           1  2.1091441E+09
           1  1.9565088E+09
           1  2.0258885E+09
           1  2.3727875E+09
           1  1.9148809E+09
           1  1.4292228E+09
           1  1.3320910E+09
           1  9.2968864E+08
           1  1.3320910E+09
           1  1.2488355E+09
           1  1.2191377E+09
           1  1.1901463E+09
           1  1.1618442E+09
           1  1.1342153E+09
           1  1.1072433E+09
           1  1.0809126E+09
           1  1.0552084E+09
           1  1.0301151E+09
           1  1.0056187E+09
           1  9.8170477E+08
           1  9.5835955E+08
           1  9.3556947E+08
           1  9.1332141E+08
           1  8.9160224E+08
           1  8.7039974E+08
           1  8.4970138E+08
           1  8.2949523E+08
           1  8.0976960E+08
           1  7.9051302E+08
