 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.101E+00                                       1.054E+03   1.484E+01 
    2   2.548E+00                                       6.694E+02   5.681E+00 
    3   3.596E+01   4.490E+00   1.438E+00               1.888E+01   1.120E-01 
    4   5.458E+01   3.319E+01   3.701E+00   3.647E-01   1.701E+00   5.553E-03 
    5   5.494E+01   3.311E+01   3.696E+00   3.630E-01   7.409E+00   2.411E-02 
    6   5.511E+01   3.350E+01   3.704E+00               5.876E+01   3.131E-01 
    7   5.520E+01   3.334E+01   3.698E+00   3.626E-01   1.426E+01   4.638E-02 
    8   5.536E+01   3.316E+01   3.693E+00   3.618E-01   1.424E+01   4.621E-02 
    9   5.528E+01   3.298E+01   3.690E+00   3.610E-01   1.421E+01   4.602E-02 
   10   5.513E+01   3.279E+01   3.686E+00   3.604E-01   1.407E+01   4.554E-02 
   11   5.531E+01   3.264E+01   3.680E+00   3.597E-01   1.056E+01   3.409E-02 
   12   5.561E+01   3.241E+01   3.672E+00   3.588E-01   8.376E+00   2.700E-02 
   13   5.593E+01   3.223E+01   3.666E+00   3.578E-01   1.240E+01   3.991E-02 
   14   5.636E+01   3.205E+01   3.666E+00               4.744E+01   2.534E-01 
   15   5.652E+01   3.204E+01   3.659E+00   3.569E-01   1.266E+01   4.067E-02 
   16   5.712E+01   3.193E+01   3.652E+00   3.565E-01   1.401E+01   4.497E-02 
   17   5.674E+01   3.178E+01   3.651E+00   3.569E-01   9.173E+00   2.947E-02 
   18   5.709E+01   3.174E+01   3.647E+00   3.564E-01   1.401E+01   4.496E-02 
   19   5.681E+01   3.151E+01   3.643E+00   3.568E-01   1.387E+01   4.456E-02 
   20   5.616E+01   3.134E+01   3.642E+00   3.573E-01   9.483E+00   3.050E-02 
   21   5.686E+01   3.150E+01   3.642E+00   3.580E-01   5.964E+00   1.921E-02 
   22   5.622E+01   3.125E+01   3.641E+00   3.570E-01   7.309E+00   2.348E-02 
   23   5.615E+01   3.126E+01   3.644E+00   3.565E-01   1.315E+01   4.220E-02 
   24   5.687E+01   3.157E+01   3.648E+00   3.565E-01   1.401E+01   4.499E-02 
   25   5.709E+01   3.168E+01   3.653E+00   3.569E-01   1.403E+01   4.508E-02 
   26   5.674E+01   3.178E+01   3.658E+00   3.576E-01   1.406E+01   4.522E-02 
   27   5.482E+01   3.141E+01   3.664E+00   3.581E-01   1.408E+01   4.535E-02 
   28   5.452E+01   3.165E+01   3.670E+00   3.587E-01   1.410E+01   4.546E-02 
   29   5.551E+01   3.231E+01   3.676E+00   3.595E-01   1.394E+01   4.501E-02 
   30   5.584E+01   3.280E+01   3.681E+00   3.601E-01   1.220E+01   3.945E-02 
   31   5.557E+01   3.325E+01   3.687E+00   3.617E-01   6.595E+00   2.139E-02 
   32   5.517E+01   3.347E+01   3.690E+00   3.647E-01   8.970E-01   2.928E-03 
   33   5.489E+01   3.360E+01                           1.039E+03   1.767E+01 
   34   4.490E+01                                       5.663E+02   8.152E+00 
   35   5.284E+01   3.439E+01                           3.319E+02   5.571E+00 
   36   5.490E+01   3.370E+01                           8.094E+02   1.382E+01 
   37   5.557E+01   3.341E+01   3.681E+00               6.773E+01   3.610E-01 
   38   5.603E+01   3.281E+01   3.676E+00   3.628E-01   4.290E+00   1.396E-02 
   39   5.556E+01   3.175E+01   3.668E+00               6.539E+01   3.488E-01 
   40   5.643E+01   3.140E+01   3.659E+00   3.587E-01   8.117E+00   2.616E-02 
   41   5.756E+01   3.150E+01   3.652E+00   3.587E-01   5.989E+00   1.930E-02 
   42   5.816E+01   3.148E+01   3.647E+00   3.586E-01   3.083E+00   9.943E-03 
   43   5.676E+01   3.136E+01   3.645E+00   3.574E-01   7.432E+00   2.390E-02 
   44   4.108E+01                                       2.020E+03   1.909E+02 
   45   4.333E+01                                       5.450E+02   8.101E+00 
   46   5.109E+01   3.694E+01                           3.159E+02   5.138E+00 
   47   5.555E+01   3.518E+01                           2.218E+02   3.716E+00 
   48   4.597E+01                                       4.855E+02   7.892E+00 
   49   2.578E+01                                       4.123E+02   1.693E+01 
   50   1.329E+02                                       1.117E+03   1.930E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1988.75000000000     
