 interval        deposition(Bq/year)
          33    Nmsr
           1    Nboxprec
           2    reltp
          41           1    NumPlan   NumVert
           1.337  1.7834260E+09 
           1  1.7570902E+09
           1  1.7312506E+09
           1  1.7183306E+09
           1  1.9638065E+09
           1  1.8216890E+09
           1  1.8862879E+09
           1  2.2092823E+09
           1  1.7829295E+09
           1  1.3307374E+09
           1  1.2402988E+09
           1  8.6562528E+08
           1  1.2402988E+09
           1  1.1627803E+09
           1  1.1351288E+09
           1  1.1081353E+09
           1  1.0817834E+09
           1  1.0560583E+09
           1  1.0309449E+09
           1  1.0064287E+09
           1  9.8249568E+08
           1  9.5913152E+08
           1  9.3632314E+08
           1  9.1405709E+08
           1  8.9232058E+08
           1  8.7110093E+08
           1  8.5038592E+08
           1  8.3016339E+08
           1  8.1042189E+08
           1  7.9114982E+08
           1  7.7233606E+08
           1  7.5396966E+08
           1  7.3604006E+08
