 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.023E+00                                       7.302E+02   1.506E+01 
    2   4.983E+00                                       7.275E+02   7.240E+00 
    3   3.711E+01   1.278E+01   2.243E+00               2.099E+01   1.821E-01 
    4   5.845E+01   3.115E+01   3.862E+00   2.018E-01   6.931E-01   2.947E-03 
    5   5.824E+01   3.109E+01   3.860E+00   2.000E-01   3.071E+00   1.312E-02 
    6   5.906E+01   3.134E+01   3.866E+00               4.471E+01   3.133E-01 
    7   5.812E+01   3.115E+01   3.858E+00   1.990E-01   6.087E+00   2.632E-02 
    8   5.792E+01   3.104E+01   3.856E+00   1.981E-01   5.737E+00   2.405E-02 
    9   5.777E+01   3.094E+01   3.855E+00   1.974E-01   5.715E+00   2.388E-02 
   10   5.800E+01   3.096E+01   3.853E+00   1.968E-01   5.650E+00   2.357E-02 
   11   5.799E+01   3.090E+01   3.852E+00   1.962E-01   4.233E+00   1.764E-02 
   12   5.790E+01   3.082E+01   3.851E+00   1.959E-01   3.362E+00   1.399E-02 
   13   5.773E+01   3.069E+01   3.851E+00   1.947E-01   5.152E+00   2.176E-02 
   14   5.768E+01   3.065E+01   3.865E+00               3.638E+01   2.550E-01 
   15   5.764E+01   3.064E+01   3.852E+00   1.936E-01   5.181E+00   2.167E-02 
   16   5.746E+01   3.053E+01   3.849E+00   1.932E-01   5.577E+00   2.300E-02 
   17   5.754E+01   3.057E+01   3.851E+00   1.937E-01   3.659E+00   1.513E-02 
   18   5.735E+01   3.049E+01   3.848E+00   1.933E-01   5.577E+00   2.302E-02 
   19   5.719E+01   3.042E+01   3.845E+00   1.935E-01   5.527E+00   2.282E-02 
   20   5.726E+01   3.043E+01   3.845E+00   1.941E-01   3.808E+00   1.581E-02 
   21   5.716E+01   3.040E+01   3.844E+00   1.945E-01   2.382E+00   9.877E-03 
   22   5.709E+01   3.038E+01   3.843E+00   1.938E-01   2.913E+00   1.206E-02 
   23   5.709E+01   3.039E+01   3.845E+00   1.933E-01   5.241E+00   2.162E-02 
   24   5.715E+01   3.043E+01   3.846E+00   1.934E-01   5.582E+00   2.303E-02 
   25   5.727E+01   3.045E+01   3.848E+00   1.937E-01   5.593E+00   2.308E-02 
   26   5.719E+01   3.036E+01   3.846E+00   1.944E-01   5.615E+00   2.324E-02 
   27   5.721E+01   3.038E+01   3.846E+00   1.951E-01   5.641E+00   2.340E-02 
   28   5.736E+01   3.047E+01   3.846E+00   1.952E-01   5.641E+00   2.340E-02 
   29   5.749E+01   3.063E+01   3.847E+00   1.959E-01   5.584E+00   2.320E-02 
   30   5.737E+01   3.072E+01   3.849E+00   1.966E-01   5.167E+00   2.214E-02 
   31   5.757E+01   3.097E+01   3.851E+00   1.990E-01   2.768E+00   1.187E-02 
   32   5.788E+01   3.113E+01   3.853E+00   2.026E-01   3.670E-01   1.565E-03 
   33   5.828E+01   3.121E+01                           7.254E+02   1.691E+01 
   34   5.820E+01                                       5.881E+02   1.067E+01 
   35   5.764E+01   3.201E+01                           2.314E+02   5.316E+00 
   36   5.815E+01   3.121E+01                           5.655E+02   1.319E+01 
   37   5.852E+01   3.115E+01   3.852E+00               5.311E+01   3.754E-01 
   38   5.810E+01   3.098E+01   3.849E+00   2.011E-01   1.886E+00   8.299E-03 
   39   5.796E+01   3.061E+01   3.848E+00               5.068E+01   3.567E-01 
   40   5.723E+01   3.022E+01   3.844E+00   1.961E-01   3.261E+00   1.359E-02 
   41   5.763E+01   3.030E+01   3.844E+00   1.963E-01   2.413E+00   1.007E-02 
   42   5.797E+01   3.034E+01   3.844E+00   1.968E-01   1.244E+00   5.202E-03 
   43   5.715E+01   3.036E+01   3.844E+00   1.949E-01   3.187E+00   1.369E-02 
   44   5.527E+01                                       2.160E+03   2.515E+02 
   45   6.040E+01                                       5.789E+02   1.077E+01 
   46   5.855E+01   3.332E+01                           2.097E+02   4.736E+00 
   47   5.846E+01   3.266E+01                           1.561E+02   3.552E+00 
   48   5.739E+01                                       4.491E+02   8.441E+00 
   49   2.836E+01                                       3.436E+02   1.817E+01 
   50   1.345E+02                                       8.334E+02   1.954E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1988.85000000000     
