year	DegE	DegN	Cs137
1988.75	33.75	44.37	34
1988.75	36.54	45.13	80
1988.75	36.83	44.95	58
1988.75	39	44.05	31
1988.75	41.32	41.77	45
1988.75	38	43	55
1988.75	35	43.67	50
1988.75	34	43.67	41
1988.75	32.03	43.67	50
1988.75	32.32	45.37	63
1988.75	32	45.67	63
1988.75	31.83	44.88	66
1988.75	31.52	45.92	54
1988.75	31.15	46.13	57
1988.75	30.78	46.33	56
1988.75	32.66666667	44.66666667	88.9
1988.75	32.33333333	45.25	55.7
1988.75	28.33333333	42.15	44.1
