 # Concentrations in TOP SEDIMENT LAYER [Bq/kg].
#  Cs-137
      time(yr)         box1            box2            box3            box4            box5            box6            box7            box8            box9            box10           box11           box12           box13           box14           box15           box16           box17           box18           box19           box20           box21           box22           box23           box24           box25           box26           box27           box28           box29           box30           box31           box32           box33           box34           box35           box36           box37           box38           box39           box40           box41           box42           box43           box44           box45           box46           box47           box48           box49           box50           box51           box52           box53           
    0.1944000E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
    0.1945000E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
    0.1946000E+04   0.3252540E-03   0.3099164E-03   0.1177443E-06   0.6756217E-10   0.1804265E-09   0.1163852E-06   0.2926755E-09   0.2364709E-09   0.2136563E-09   0.2036304E-09   0.1536550E-09   0.1271071E-09   0.1637281E-09   0.9182899E-07   0.1619498E-09   0.1745687E-09   0.1444987E-09   0.1810239E-09   0.1916571E-09   0.1556080E-09   0.1148955E-09   0.1137140E-09   0.1781422E-09   0.1836269E-09   0.1849820E-09   0.1848997E-09   0.1941128E-09   0.1884700E-09   0.2038624E-09   0.1922869E-09   0.1557046E-09   0.3556158E-10   0.7966284E-04   0.5759174E-03   0.3565982E-04   0.6681056E-04   0.1333930E-06   0.1319637E-09   0.1230671E-06   0.1508137E-09   0.1221320E-09   0.8227972E-10   0.1466877E-09   0.2279088E-02   0.5960866E-03   0.4757296E-04   0.3477045E-04   0.4986082E-03   0.8168477E-03   0.1100215E-02   0.0000000E+00   0.0000000E+00   0.0000000E+00
    0.1947000E+04   0.1181872E-02   0.1055518E-02   0.1383176E-05   0.1426118E-08   0.4668627E-08   0.1522681E-05   0.7988682E-08   0.6907523E-08   0.6397548E-08   0.6046843E-08   0.4456406E-08   0.3538898E-08   0.4778910E-08   0.1192192E-05   0.4756886E-08   0.5197851E-08   0.3963596E-08   0.5342946E-08   0.5560571E-08   0.4280164E-08   0.2945485E-08   0.3109334E-08   0.5177261E-08   0.5414005E-08   0.5417268E-08   0.5446964E-08   0.5661525E-08   0.5597135E-08   0.5887389E-08   0.5494945E-08   0.3825410E-08   0.7209067E-09   0.5010772E-03   0.1770725E-02   0.1883842E-03   0.4040822E-03   0.1700729E-05   0.2951930E-08   0.1605522E-05   0.3959055E-08   0.3070062E-08   0.1870196E-08   0.3793429E-08   0.6884089E-02   0.1817208E-02   0.2166890E-03   0.1581007E-03   0.1475327E-02   0.1625942E-02   0.3451161E-02   0.0000000E+00   0.0000000E+00   0.0000000E+00
    0.1948000E+04   0.2212725E-02   0.1830144E-02   0.5159871E-05   0.7897552E-08   0.2830805E-07   0.6130224E-05   0.5007535E-07   0.4469425E-07   0.4198528E-07   0.3979793E-07   0.2924708E-07   0.2296123E-07   0.3173968E-07   0.4841497E-05   0.3176830E-07   0.3487073E-07   0.2554389E-07   0.3556215E-07   0.3656725E-07   0.2742778E-07   0.1830535E-07   0.2001987E-07   0.3419060E-07   0.3597660E-07   0.3596058E-07   0.3619705E-07   0.3736822E-07   0.3724136E-07   0.3861857E-07   0.3581396E-07   0.2314692E-07   0.3982973E-08   0.1264306E-02   0.2767772E-02   0.4400154E-03   0.1003591E-02   0.6855746E-05   0.1700689E-07   0.6546211E-05   0.2478490E-07   0.1887651E-07   0.1094530E-07   0.2357729E-07   0.1058859E-01   0.2824265E-02   0.4618634E-03   0.3393691E-03   0.2256444E-02   0.1833946E-02   0.5468122E-02   0.0000000E+00   0.0000000E+00   0.0000000E+00
    0.1949000E+04   0.3537307E-02   0.2768515E-02   0.1196610E-04   0.2506407E-07   0.9486292E-07   0.1513527E-04   0.1715800E-06   0.1559511E-06   0.1477926E-06   0.1406927E-06   0.1034986E-06   0.8096352E-07   0.1135486E-06   0.1205812E-04   0.1141143E-06   0.1255055E-06   0.8985476E-07   0.1272181E-06   0.1297001E-06   0.9587404E-07   0.6285552E-07   0.7023907E-07   0.1216771E-06   0.1284845E-06   0.1284596E-06   0.1293461E-06   0.1329292E-06   0.1330127E-06   0.1367248E-06   0.1262558E-06   0.7798666E-07   0.1269261E-07   0.2233244E-02   0.3970251E-02   0.7564184E-03   0.1763635E-02   0.1703184E-04   0.5566191E-07   0.1635826E-04   0.8542425E-07   0.6440029E-07   0.3620472E-07   0.8093545E-07   0.1508177E-01   0.4048588E-02   0.7631086E-03   0.5645035E-03   0.3241305E-02   0.2781880E-02   0.7829830E-02   0.0000000E+00   0.0000000E+00   0.0000000E+00
    0.1950000E+04   0.5196738E-02   0.3879008E-02   0.2247561E-04   0.5969663E-07   0.2338768E-06   0.2979709E-04   0.4291992E-06   0.3941013E-06   0.3754304E-06   0.3587207E-06   0.2643591E-06   0.2066587E-06   0.2925300E-06   0.2386511E-04   0.2948283E-06   0.3245661E-06   0.2294335E-06   0.3275408E-06   0.3319954E-06   0.2435282E-06   0.1579045E-06   0.1786997E-06   0.3121795E-06   0.3303299E-06   0.3304387E-06   0.3327491E-06   0.3409555E-06   0.3418515E-06   0.3494486E-06   0.3219112E-06   0.1932413E-06   0.3036799E-07   0.3514030E-02   0.5286359E-02   0.1170260E-02   0.2766683E-02   0.3369824E-04   0.1356360E-06   0.3245230E-04   0.2150214E-06   0.1611086E-06   0.8878433E-07   0.2033641E-06   0.1989167E-01   0.5378108E-02   0.1152556E-02   0.8547578E-03   0.4278739E-02   0.3196770E-02   0.1041630E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00
    0.1951000E+04   0.6808801E-02   0.4799082E-02   0.3707790E-04   0.1199986E-06   0.4821070E-06   0.5115612E-04   0.8938216E-06   0.8256769E-06   0.7890175E-06   0.7559813E-06   0.5580044E-06   0.4362562E-06   0.6215509E-06   0.4111657E-04   0.6277360E-06   0.6914756E-06   0.4852085E-06   0.6955222E-06   0.7021334E-06   0.5129878E-06   0.3300547E-06   0.3764451E-06   0.6612783E-06   0.7006723E-06   0.7012097E-06   0.7061126E-06   0.7220129E-06   0.7247136E-06   0.7380432E-06   0.6791212E-06   0.3995953E-06   0.6126537E-07   0.4928133E-02   0.6134730E-02   0.1613753E-02   0.3867998E-02   0.5805579E-04   0.2775091E-06   0.5601564E-04   0.4498874E-06   0.3356661E-06   0.1823728E-06   0.4253551E-06   0.2295512E-01   0.6233539E-02   0.1548477E-02   0.1152235E-02   0.4937489E-02   0.3702718E-02   0.1204057E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00
    0.1952000E+04   0.1039336E-01   0.7509822E-02   0.5602365E-04   0.2144059E-06   0.8786390E-06   0.7986640E-04   0.1641965E-05   0.1522378E-05   0.1457636E-05   0.1399622E-05   0.1034554E-05   0.8091812E-06   0.1158651E-05   0.6435804E-04   0.1172114E-05   0.1291729E-05   0.9023570E-06   0.1295848E-05   0.1304169E-05   0.9510125E-06   0.6082390E-06   0.6972813E-06   0.1229768E-05   0.1304291E-05   0.1305757E-05   0.1314802E-05   0.1342197E-05   0.1348121E-05   0.1369138E-05   0.1259421E-05   0.7297610E-06   0.1098135E-06   0.6806713E-02   0.1040407E-01   0.2266367E-02   0.5359249E-02   0.9092075E-04   0.5031534E-06   0.8781392E-04   0.8294078E-06   0.6168808E-06   0.3315214E-06   0.7846180E-06   0.4031937E-01   0.1067784E-01   0.2222101E-02   0.1652706E-02   0.8627849E-02   0.1159653E-01   0.1995656E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00
    0.1953000E+04   0.1789804E-01   0.1346458E-01   0.8535635E-04   0.3576513E-06   0.1484178E-05   0.1229698E-03   0.2787666E-05   0.2587695E-05   0.2479449E-05   0.2384288E-05   0.1764466E-05   0.1381092E-05   0.1984113E-05   0.9906055E-04   0.2009498E-05   0.2215213E-05   0.1545075E-05   0.2218003E-05   0.2227841E-05   0.1624740E-05   0.1035122E-05   0.1189296E-05   0.2102373E-05   0.2231020E-05   0.2234140E-05   0.2249375E-05   0.2293679E-05   0.2304311E-05   0.2336349E-05   0.2150033E-05   0.1233708E-05   0.1836024E-06   0.1091635E-01   0.1965764E-01   0.3702785E-02   0.8624427E-02   0.1401001E-03   0.8478765E-06   0.1352413E-03   0.1411319E-05   0.1047670E-05   0.5591709E-06   0.1336885E-05   0.7727693E-01   0.2023888E-01   0.3735160E-02   0.2763025E-02   0.1637159E-01   0.2500685E-01   0.3754392E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00
