 Concentration in water(filtered)-[Bq/m3], in sediment (dry)-[Bq/t]                            
Cs-137
  Initial concentrations for REGIONAL and LOCAL boxes
  Planar 
 number  1Layer      2Layer      3Layer      4Layer
                                                        sed-top    sed-mid                                                                          
    1   1.027E+00                                       1.538E+03   1.512E+01 
    2   5.480E+00                                       1.412E+03   7.256E+00 
    3   3.895E+01   1.372E+01   2.230E+00               4.191E+01   1.824E-01 
    4   6.293E+01   3.184E+01   3.842E+00   2.010E-01   1.269E+00   2.996E-03 
    5   6.105E+01   3.157E+01   3.837E+00   1.982E-01   5.750E+00   1.360E-02 
    6   6.339E+01   3.203E+01   3.847E+00               8.413E+01   3.149E-01 
    7   6.330E+01   3.198E+01   3.839E+00   1.979E-01   1.153E+01   2.747E-02 
    8   6.243E+01   3.180E+01   3.832E+00   1.966E-01   1.083E+01   2.538E-02 
    9   5.892E+01   3.111E+01   3.825E+00   1.953E-01   1.049E+01   2.436E-02 
   10   5.965E+01   3.122E+01   3.823E+00   1.945E-01   1.024E+01   2.367E-02 
   11   5.998E+01   3.111E+01   3.817E+00   1.939E-01   7.673E+00   1.770E-02 
   12   6.007E+01   3.059E+01   3.798E+00   1.926E-01   6.060E+00   1.392E-02 
   13   6.009E+01   3.031E+01   3.782E+00   1.909E-01   9.084E+00   2.086E-02 
   14   6.009E+01   3.006E+01   3.787E+00               7.330E+01   2.773E-01 
   15   6.007E+01   2.998E+01   3.773E+00   1.902E-01   9.456E+00   2.180E-02 
   16   6.004E+01   2.965E+01   3.755E+00   1.894E-01   1.055E+01   2.429E-02 
   17   6.009E+01   2.974E+01   3.754E+00   1.901E-01   7.413E+00   1.737E-02 
   18   6.004E+01   2.957E+01   3.750E+00   1.893E-01   1.027E+01   2.351E-02 
   19   6.006E+01   2.951E+01   3.743E+00   1.897E-01   1.043E+01   2.407E-02 
   20   6.009E+01   2.955E+01   3.743E+00   1.906E-01   7.900E+00   1.864E-02 
   21   6.009E+01   2.949E+01   3.740E+00   1.917E-01   4.770E+00   1.124E-02 
   22   6.002E+01   2.946E+01   3.741E+00   1.902E-01   5.538E+00   1.283E-02 
   23   5.989E+01   2.949E+01   3.746E+00   1.893E-01   9.616E+00   2.203E-02 
   24   5.985E+01   2.963E+01   3.752E+00   1.893E-01   1.025E+01   2.347E-02 
   25   6.000E+01   2.987E+01   3.765E+00   1.902E-01   1.042E+01   2.400E-02 
   26   6.008E+01   3.005E+01   3.774E+00   1.910E-01   1.011E+01   2.314E-02 
   27   6.008E+01   3.029E+01   3.788E+00   1.921E-01   1.018E+01   2.336E-02 
   28   6.018E+01   3.080E+01   3.805E+00   1.928E-01   1.052E+01   2.435E-02 
   29   6.023E+01   3.105E+01   3.810E+00   1.937E-01   1.020E+01   2.355E-02 
   30   6.026E+01   3.123E+01   3.817E+00   1.947E-01   9.674E+00   2.279E-02 
   31   6.241E+01   3.180E+01   3.826E+00   1.975E-01   5.224E+00   1.238E-02 
   32   6.299E+01   3.198E+01   3.835E+00   2.018E-01   6.720E-01   1.593E-03 
   33   6.220E+01   3.187E+01                           1.324E+03   1.702E+01 
   34   6.336E+01                                       1.178E+03   1.076E+01 
   35   6.266E+01   3.270E+01                           4.243E+02   5.350E+00 
   36   6.125E+01   3.188E+01                           1.034E+03   1.328E+01 
   37   6.100E+01   3.173E+01   3.819E+00               9.707E+01   3.631E-01 
   38   6.167E+01   3.164E+01   3.815E+00   1.989E-01   3.484E+00   8.342E-03 
   39   6.080E+01   3.082E+01   3.802E+00               1.048E+02   3.955E-01 
   40   6.002E+01   2.994E+01   3.772E+00   1.931E-01   6.150E+00   1.433E-02 
   41   6.065E+01   2.995E+01   3.764E+00   1.933E-01   4.595E+00   1.075E-02 
   42   6.023E+01   2.971E+01   3.756E+00   1.945E-01   2.259E+00   5.250E-03 
   43   5.952E+01   2.942E+01   3.749E+00   1.916E-01   6.275E+00   1.486E-02 
   44   5.928E+01                                       4.289E+03   2.544E+02 
   45   5.601E+01                                       1.165E+03   1.086E+01 
   46   6.120E+01   3.429E+01                           3.964E+02   4.825E+00 
   47   6.274E+01   3.339E+01                           2.874E+02   3.586E+00 
   48   6.119E+01                                       9.111E+02   8.549E+00 
   49   2.849E+01                                       6.661E+02   1.829E+01 
   50   6.985E+01                                       9.115E+02   1.932E+01 
   51   0.000E+00                                       0.000E+00   0.000E+00
   52   0.000E+00                                       0.000E+00   0.000E+00
   53   0.000E+00                                       0.000E+00   0.000E+00
   1988.62500000000     
